;FR20013;FR20046;FR20062;FR20065;FR20061;FR20077;FR20037;FR20017;FR20048;indicateur;moyenne;q1;mediane;q3;d10;seuil_oms
02/08/2007;28.0;17.2;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.48;1;1;1;0;0;0
03/08/2007;23.0;13.4;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.12;0;1;1;0;0;0
04/08/2007;25.0;15.7;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.31;1;1;1;0;0;0
05/08/2007;27.0;17.9;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.38;1;1;1;0;0;0
06/08/2007;29.0;17.7;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.29;1;1;1;0;0;0
07/08/2007;16.0;8.8;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.34;0;1;0;0;0;0
08/08/2007;15.0;9.9;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.4;0;1;0;0;0;0
09/08/2007;17.0;12.1;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.48;0;1;0;0;0;0
10/08/2007;15.0;7.7;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.31;0;1;0;0;0;0
11/08/2007;23.0;13.3;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.13;0;1;1;0;0;0
12/08/2007;26.0;19.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.45;1;1;1;0;0;0
13/08/2007;28.0;18.4;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.1;1;1;1;0;0;0
14/08/2007;28.0;17.7;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.78;1;1;1;0;0;0
15/08/2007;21.0;18.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.47;0;1;1;0;0;0
16/08/2007;19.0;9.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.89;0;1;0;0;0;0
17/08/2007;15.0;9.1;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.97;0;1;0;0;0;0
18/08/2007;16.0;10.2;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.04;0;1;0;0;0;0
19/08/2007;15.0;13.8;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.34;0;1;0;0;0;0
20/08/2007;16.0;8.9;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.37;0;1;0;0;0;0
21/08/2007;17.0;8.1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.55;0;1;0;0;0;0
22/08/2007;-1.0;10.1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.1;0;0;0;0;0;0
23/08/2007;-1.0;9.6;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.65;0;0;0;0;0;0
24/08/2007;28.0;11.9;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.82;1;1;1;0;0;0
25/08/2007;26.0;18.5;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.13;1;1;1;0;0;0
26/08/2007;26.0;19.2;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.48;1;1;1;0;0;0
27/08/2007;30.0;19.7;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.74;1;1;1;1;0;0
28/08/2007;39.0;26.1;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.46;1;1;1;1;0;1
29/08/2007;39.0;24.8;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.81;1;1;1;1;0;1
30/08/2007;28.0;19.2;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.55;1;1;1;0;0;0
31/08/2007;23.0;14.3;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.66;0;1;1;0;0;0
01/09/2007;21.0;11.4;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.18;0;1;1;0;0;0
02/09/2007;19.0;12.8;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.88;0;1;0;0;0;0
03/09/2007;19.0;11.6;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.26;0;1;0;0;0;0
04/09/2007;18.0;9.3;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.58;0;1;0;0;0;0
05/09/2007;16.0;-1.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.78;0;1;0;0;0;0
06/09/2007;19.0;11.2;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.02;0;1;0;0;0;0
07/09/2007;23.0;14.2;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.53;0;1;1;0;0;0
08/09/2007;20.0;11.9;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.89;0;1;0;0;0;0
09/09/2007;20.0;12.1;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.99;0;1;0;0;0;0
10/09/2007;25.0;12.6;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.71;0;1;1;0;0;0
11/09/2007;19.0;12.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.45;0;1;0;0;0;0
12/09/2007;26.0;14.2;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.0;1;1;1;0;0;0
13/09/2007;39.0;20.9;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.86;1;1;1;1;0;1
14/09/2007;35.0;21.4;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.08;1;1;1;1;0;1
15/09/2007;32.0;22.7;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.27;1;1;1;1;0;1
16/09/2007;29.0;23.1;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.01;1;1;1;1;0;1
17/09/2007;31.0;18.4;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.63;1;1;1;1;0;0
18/09/2007;21.0;9.2;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.04;0;1;0;0;0;0
19/09/2007;20.0;9.5;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.7;0;1;0;0;0;0
20/09/2007;27.0;17.3;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.07;1;1;1;0;0;0
21/09/2007;32.0;21.7;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.8;1;1;1;1;0;1
22/09/2007;30.0;17.5;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.68;1;1;1;0;0;0
23/09/2007;33.0;21.7;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.32;1;1;1;1;0;1
24/09/2007;34.0;19.2;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.53;1;1;1;1;0;1
25/09/2007;19.0;10.6;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.75;0;1;0;0;0;0
26/09/2007;18.0;8.8;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.35;0;1;0;0;0;0
27/09/2007;15.0;7.6;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.28;0;1;0;0;0;0
28/09/2007;24.0;13.4;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.61;0;1;1;0;0;0
29/09/2007;28.0;17.1;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.45;1;1;1;0;0;0
30/09/2007;20.0;13.4;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.65;0;1;1;0;0;0
01/10/2007;30.0;19.9;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.89;1;1;1;1;0;0
02/10/2007;37.0;26.6;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.77;1;1;1;1;0;1
03/10/2007;39.0;28.8;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.86;1;1;1;1;0;1
04/10/2007;41.0;29.9;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.35;1;1;1;1;0;1
05/10/2007;43.0;28.3;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.51;1;1;1;1;0;1
06/10/2007;37.0;29.9;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.38;1;1;1;1;0;1
07/10/2007;31.0;29.3;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.05;1;1;1;1;0;1
08/10/2007;29.0;25.3;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.11;1;1;1;1;0;1
09/10/2007;32.0;29.9;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.95;1;1;1;1;0;1
10/10/2007;34.0;26.3;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.15;1;1;1;1;0;1
11/10/2007;48.0;43.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.43;1;1;1;1;1;1
12/10/2007;59.0;48.1;47.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.43;1;1;1;1;1;1
13/10/2007;57.0;49.7;50.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.29;1;1;1;1;1;1
14/10/2007;54.0;48.1;58.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.18;1;1;1;1;1;1
15/10/2007;44.0;34.6;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.28;1;1;1;1;1;1
16/10/2007;37.0;31.9;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.35;1;1;1;1;0;1
17/10/2007;34.0;22.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.87;1;1;1;1;0;1
18/10/2007;23.0;13.1;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.9;0;1;1;0;0;0
19/10/2007;19.0;14.2;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.46;0;1;1;0;0;0
20/10/2007;14.0;13.7;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.76;0;1;0;0;0;0
21/10/2007;15.0;13.2;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.0;0;1;0;0;0;0
22/10/2007;21.0;18.6;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.69;1;1;1;0;0;0
23/10/2007;37.0;27.8;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.3;1;1;1;1;0;1
24/10/2007;41.0;30.1;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.43;1;1;1;1;0;1
25/10/2007;42.0;28.1;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.9;1;1;1;1;0;1
26/10/2007;49.0;32.2;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.44;1;1;1;1;1;1
27/10/2007;58.0;45.5;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.6;1;1;1;1;1;1
28/10/2007;63.0;55.6;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;59.26;1;1;1;1;1;1
29/10/2007;54.0;45.2;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.51;1;1;1;1;1;1
30/10/2007;24.0;21.3;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.49;1;1;1;0;0;0
31/10/2007;26.0;20.1;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.99;1;1;1;0;0;0
01/11/2007;45.0;35.3;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.05;1;1;1;1;1;1
02/11/2007;52.0;38.4;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.18;1;1;1;1;1;1
03/11/2007;59.0;44.2;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.53;1;1;1;1;1;1
04/11/2007;44.0;40.9;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.44;1;1;1;1;1;1
05/11/2007;37.0;26.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.41;1;1;1;1;0;1
06/11/2007;40.0;35.4;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;37.61;1;1;1;1;1;1
07/11/2007;28.0;26.6;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.14;1;1;1;1;0;1
08/11/2007;34.0;26.1;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.84;1;1;1;1;0;1
09/11/2007;25.0;18.4;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.52;1;1;1;0;0;0
10/11/2007;38.0;32.7;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.23;1;1;1;1;0;1
11/11/2007;32.0;24.9;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.29;1;1;1;1;0;1
12/11/2007;21.0;14.6;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.67;0;1;1;0;0;0
13/11/2007;28.0;20.9;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.25;1;1;1;0;0;0
14/11/2007;36.0;14.9;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.18;1;1;1;1;0;1
15/11/2007;20.0;18.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.92;0;1;1;0;0;0
16/11/2007;26.0;19.6;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.69;1;1;1;0;0;0
17/11/2007;46.0;38.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.72;1;1;1;1;1;1
18/11/2007;77.0;77.6;68.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;77.12;1;1;1;1;1;1
19/11/2007;42.0;27.6;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.56;1;1;1;1;0;1
20/11/2007;19.0;16.3;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.52;0;1;1;0;0;0
21/11/2007;30.0;23.5;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.55;1;1;1;1;0;1
22/11/2007;39.0;19.9;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.23;1;1;1;1;0;1
23/11/2007;30.0;14.6;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.11;1;1;1;0;0;0
24/11/2007;22.0;19.7;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.82;1;1;1;0;0;0
25/11/2007;22.0;17.4;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.59;0;1;1;0;0;0
26/11/2007;18.0;15.6;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.73;0;1;1;0;0;0
27/11/2007;18.0;16.2;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.02;0;1;1;0;0;0
28/11/2007;42.0;33.1;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;37.45;1;1;1;1;1;1
29/11/2007;59.0;45.8;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.32;1;1;1;1;1;1
30/11/2007;70.0;54.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;61.91;1;1;1;1;1;1
01/12/2007;70.0;56.6;62.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;63.28;1;1;1;1;1;1
02/12/2007;38.0;29.3;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.6;1;1;1;1;0;1
03/12/2007;22.0;13.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.32;0;1;1;0;0;0
04/12/2007;31.0;21.9;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.25;1;1;1;1;0;1
05/12/2007;52.0;39.2;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.36;1;1;1;1;1;1
06/12/2007;57.0;39.1;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.8;1;1;1;1;1;1
07/12/2007;28.0;18.5;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.08;1;1;1;0;0;0
08/12/2007;19.0;10.4;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.57;0;1;0;0;0;0
09/12/2007;15.0;8.7;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.78;0;1;0;0;0;0
10/12/2007;17.0;9.6;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.2;0;1;0;0;0;0
11/12/2007;14.0;10.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.92;0;1;0;0;0;0
12/12/2007;26.0;17.4;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.57;1;1;1;0;0;0
13/12/2007;39.0;26.9;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.89;1;1;1;1;0;1
14/12/2007;36.0;32.6;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.11;1;1;1;1;0;1
15/12/2007;39.0;31.6;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.16;1;1;1;1;0;1
16/12/2007;50.0;41.8;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.77;1;1;1;1;1;1
17/12/2007;73.0;64.3;72.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;68.71;1;1;1;1;1;1
18/12/2007;69.0;58.0;67.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;63.57;1;1;1;1;1;1
19/12/2007;72.0;62.7;68.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;67.36;1;1;1;1;1;1
20/12/2007;87.0;69.2;76.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;78.06;1;1;1;1;1;1
21/12/2007;107.0;66.7;88.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;86.87;1;1;1;1;1;1
22/12/2007;120.0;68.3;85.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;93.98;1;1;1;1;1;1
23/12/2007;109.0;89.6;106.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;99.43;1;1;1;1;1;1
24/12/2007;77.0;62.0;77.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;69.64;1;1;1;1;1;1
25/12/2007;75.0;61.0;72.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;68.08;1;1;1;1;1;1
26/12/2007;89.0;60.2;69.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;74.49;1;1;1;1;1;1
27/12/2007;44.0;25.1;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.39;1;1;1;1;0;1
28/12/2007;46.0;39.1;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.35;1;1;1;1;1;1
29/12/2007;58.0;41.6;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.56;1;1;1;1;1;1
30/12/2007;35.0;34.8;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.69;1;1;1;1;0;1
31/12/2007;25.0;20.7;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.7;1;1;1;0;0;0
01/01/2008;37.0;27.1;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.92;1;1;1;1;0;1
02/01/2008;65.0;45.2;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;54.8;1;1;1;1;1;1
03/01/2008;48.0;34.6;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.03;1;1;1;1;1;1
04/01/2008;64.0;38.3;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;50.81;1;1;1;1;1;1
05/01/2008;24.0;16.1;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.88;1;1;1;0;0;0
06/01/2008;31.0;20.3;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.43;1;1;1;1;0;1
07/01/2008;35.0;29.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.68;1;1;1;1;0;1
08/01/2008;45.0;38.2;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.59;1;1;1;1;1;1
09/01/2008;40.0;28.2;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.87;1;1;1;1;0;1
10/01/2008;29.0;24.3;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.52;1;1;1;1;0;1
11/01/2008;19.0;16.4;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.57;0;1;1;0;0;0
12/01/2008;37.0;14.2;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.29;1;1;1;1;0;1
13/01/2008;26.0;21.4;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.5;1;1;1;0;0;0
14/01/2008;20.0;15.8;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.71;0;1;1;0;0;0
15/01/2008;23.0;21.4;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.03;1;1;1;0;0;0
16/01/2008;18.0;15.2;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.46;0;1;1;0;0;0
17/01/2008;35.0;28.1;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.28;1;1;1;1;0;1
18/01/2008;47.0;37.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.68;1;1;1;1;1;1
19/01/2008;53.0;29.5;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.11;1;1;1;1;1;1
20/01/2008;36.0;22.5;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.15;1;1;1;1;0;1
21/01/2008;51.0;36.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.45;1;1;1;1;1;1
22/01/2008;34.0;23.6;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.67;1;1;1;1;0;1
23/01/2008;37.0;26.4;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.55;1;1;1;1;0;1
24/01/2008;65.0;63.2;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;63.87;1;1;1;1;1;1
25/01/2008;38.0;29.9;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.78;1;1;1;1;0;1
26/01/2008;52.0;44.5;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;48.11;1;1;1;1;1;1
27/01/2008;76.0;60.4;75.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;68.33;1;1;1;1;1;1
28/01/2008;72.0;58.5;60.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;65.15;1;1;1;1;1;1
29/01/2008;90.0;77.7;80.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;83.78;1;1;1;1;1;1
30/01/2008;74.0;57.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;65.34;1;1;1;1;1;1
31/01/2008;35.0;24.2;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.42;1;1;1;1;0;1
01/02/2008;33.0;22.3;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.58;1;1;1;1;0;1
02/02/2008;22.0;14.1;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.94;0;1;1;0;0;0
03/02/2008;21.0;22.9;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.88;1;1;1;0;0;0
04/02/2008;20.0;13.5;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.64;0;1;1;0;0;0
05/02/2008;27.0;31.5;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.04;1;1;1;1;0;1
06/02/2008;40.0;29.8;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.62;1;1;1;1;0;1
07/02/2008;31.0;20.1;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.35;1;1;1;1;0;1
08/02/2008;53.0;42.1;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.29;1;1;1;1;1;1
09/02/2008;63.0;77.0;53.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;69.68;1;1;1;1;1;1
10/02/2008;67.0;75.7;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;71.08;1;1;1;1;1;1
11/02/2008;71.0;76.2;67.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;73.48;1;1;1;1;1;1
12/02/2008;91.0;90.4;80.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;90.5;1;1;1;1;1;1
13/02/2008;100.0;115.6;89.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;107.44;1;1;1;1;1;1
14/02/2008;107.0;124.8;106.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;115.71;1;1;1;1;1;1
15/02/2008;93.0;97.1;84.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;94.84;1;1;1;1;1;1
16/02/2008;65.0;55.3;51.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;59.98;1;1;1;1;1;1
17/02/2008;79.0;75.6;72.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;77.2;1;1;1;1;1;1
18/02/2008;61.0;56.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;58.3;1;1;1;1;1;1
19/02/2008;47.0;42.6;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;44.67;1;1;1;1;1;1
20/02/2008;33.0;19.9;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.31;1;1;1;1;0;1
21/02/2008;56.0;39.9;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.63;1;1;1;1;1;1
22/02/2008;57.0;46.7;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.65;1;1;1;1;1;1
23/02/2008;55.0;48.9;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.69;1;1;1;1;1;1
24/02/2008;40.0;26.8;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.3;1;1;1;1;0;1
25/02/2008;44.0;26.9;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.21;1;1;1;1;0;1
26/02/2008;46.0;30.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;37.75;1;1;1;1;1;1
27/02/2008;46.0;26.6;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.07;1;1;1;1;0;1
28/02/2008;52.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.5;1;1;1;1;1;1
29/02/2008;61.0;37.2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.1;1;1;1;1;1;1
01/03/2008;33.0;16.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.26;1;1;1;0;0;0
02/03/2008;34.0;18.1;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.84;1;1;1;1;0;1
