;FR20045;FR20049;FR20003;FR20017;FR20020;FR20037;FR20036;FR20004;FR20048;FR20046;FR20204;FR20061;FR20062;FR20077;indicateur;moyenne;q1;mediane;q3;d10
22/06/2007;51.0;83.0;-1.0;55.0;-1.0;59.0;59.0;58.0;68.0;63.0;78.0;60.0;55.0;-1.0;62.84;1;1;1;0;0
23/06/2007;50.0;74.0;-1.0;58.0;-1.0;54.0;58.0;54.0;63.0;54.0;75.0;56.0;51.0;-1.0;58.55;1;1;1;0;0
24/06/2007;65.0;99.0;-1.0;65.0;-1.0;63.0;68.0;71.0;69.0;66.0;98.0;70.0;59.0;-1.0;75.8;1;1;1;1;0
25/06/2007;30.0;87.0;-1.0;43.0;-1.0;45.0;41.0;46.0;42.0;41.0;86.0;48.0;39.0;-1.0;51.91;1;1;1;0;0
26/06/2007;29.0;74.0;-1.0;40.0;-1.0;36.0;35.0;44.0;43.0;42.0;68.0;42.0;37.0;-1.0;46.83;0;1;0;0;0
27/06/2007;29.0;63.0;-1.0;46.0;-1.0;36.0;39.0;45.0;45.0;40.0;64.0;47.0;42.0;-1.0;44.85;0;1;0;0;0
28/06/2007;35.0;68.0;-1.0;42.0;-1.0;37.0;36.0;46.0;49.0;38.0;72.0;41.0;39.0;-1.0;47.63;0;1;0;0;0
29/06/2007;45.0;82.0;-1.0;48.0;-1.0;50.0;53.0;52.0;60.0;53.0;84.0;53.0;42.0;-1.0;57.64;1;1;1;0;0
30/06/2007;59.0;84.0;-1.0;60.0;-1.0;58.0;60.0;56.0;62.0;55.0;93.0;55.0;63.0;-1.0;65.46;1;1;1;0;0
01/07/2007;88.0;86.0;-1.0;74.0;-1.0;82.0;84.0;74.0;87.0;74.0;104.0;60.0;80.0;-1.0;82.43;1;1;1;1;1
02/07/2007;39.0;63.0;-1.0;45.0;-1.0;43.0;47.0;41.0;55.0;46.0;-1.0;46.0;47.0;-1.0;47.55;0;1;0;0;0
03/07/2007;26.0;55.0;-1.0;24.0;-1.0;27.0;28.0;22.0;37.0;23.0;70.0;13.0;23.0;-1.0;32.8;0;0;0;0;0
04/07/2007;35.0;71.0;-1.0;47.0;-1.0;49.0;46.0;45.0;55.0;46.0;63.0;50.0;48.0;-1.0;49.79;0;1;0;0;0
05/07/2007;35.0;60.0;-1.0;44.0;-1.0;40.0;44.0;41.0;55.0;46.0;60.0;45.0;44.0;-1.0;45.17;0;1;0;0;0
06/07/2007;25.0;39.0;-1.0;23.0;-1.0;27.0;25.0;24.0;36.0;23.0;51.0;20.0;21.0;-1.0;28.28;0;0;0;0;0
07/07/2007;41.0;55.0;-1.0;46.0;-1.0;49.0;49.0;47.0;46.0;43.0;69.0;41.0;47.0;-1.0;47.69;0;1;0;0;0
08/07/2007;24.0;61.0;-1.0;27.0;-1.0;23.0;31.0;29.0;30.0;32.0;73.0;29.0;25.0;-1.0;36.31;0;1;0;0;0
09/07/2007;30.0;68.0;-1.0;43.0;-1.0;37.0;41.0;42.0;49.0;38.0;61.0;47.0;39.0;-1.0;45.57;0;1;0;0;0
10/07/2007;21.0;54.0;-1.0;21.0;-1.0;23.0;23.0;23.0;34.0;28.0;59.0;27.0;20.0;-1.0;30.82;0;0;0;0;0
11/07/2007;18.0;56.0;-1.0;32.0;-1.0;30.0;32.0;31.0;41.0;28.0;59.0;37.0;31.0;-1.0;34.45;0;1;0;0;0
12/07/2007;41.0;72.0;-1.0;50.0;-1.0;46.0;46.0;-1.0;57.0;44.0;79.0;49.0;52.0;-1.0;54.73;1;1;1;0;0
13/07/2007;69.0;107.0;-1.0;64.0;-1.0;66.0;67.0;68.0;76.0;67.0;109.0;64.0;70.0;-1.0;79.08;1;1;1;1;0
14/07/2007;104.0;111.0;-1.0;92.0;-1.0;94.0;99.0;84.0;104.0;99.0;111.0;87.0;94.0;-1.0;99.1;1;1;1;1;1
15/07/2007;110.0;117.0;-1.0;103.0;-1.0;104.0;108.0;94.0;109.0;108.0;120.0;95.0;105.0;-1.0;106.88;1;1;1;1;1
16/07/2007;101.0;128.0;-1.0;115.0;-1.0;114.0;107.0;107.0;118.0;111.0;131.0;102.0;114.0;-1.0;111.79;1;1;1;1;1
17/07/2007;65.0;97.0;-1.0;80.0;-1.0;72.0;78.0;79.0;88.0;80.0;103.0;74.0;87.0;-1.0;80.71;1;1;1;1;0
18/07/2007;71.0;88.0;-1.0;78.0;-1.0;81.0;84.0;74.0;85.0;82.0;108.0;84.0;95.0;-1.0;79.65;1;1;1;1;0
19/07/2007;67.0;91.0;-1.0;73.0;-1.0;82.0;82.0;69.0;87.0;80.0;103.0;69.0;85.0;-1.0;76.96;1;1;1;1;0
20/07/2007;32.0;77.0;-1.0;36.0;-1.0;33.0;40.0;38.0;59.0;38.0;87.0;54.0;48.0;-1.0;48.17;0;1;0;0;0
21/07/2007;48.0;63.0;-1.0;49.0;-1.0;42.0;55.0;46.0;59.0;50.0;83.0;48.0;55.0;-1.0;52.77;1;1;1;0;0
22/07/2007;54.0;74.0;-1.0;56.0;-1.0;47.0;58.0;53.0;59.0;51.0;82.0;54.0;66.0;-1.0;60.53;1;1;1;0;0
23/07/2007;53.0;74.0;-1.0;48.0;-1.0;55.0;58.0;48.0;68.0;55.0;83.0;40.0;54.0;-1.0;57.88;1;1;1;0;0
24/07/2007;31.0;65.0;-1.0;41.0;-1.0;43.0;42.0;45.0;52.0;45.0;69.0;47.0;48.0;-1.0;46.68;0;1;0;0;0
25/07/2007;43.0;79.0;-1.0;59.0;-1.0;54.0;55.0;63.0;70.0;56.0;92.0;56.0;68.0;-1.0;61.64;1;1;1;0;0
26/07/2007;59.0;108.0;-1.0;63.0;-1.0;62.0;61.0;68.0;74.0;66.0;116.0;82.0;75.0;-1.0;76.58;1;1;1;1;0
27/07/2007;46.0;69.0;-1.0;54.0;-1.0;52.0;60.0;60.0;60.0;58.0;85.0;54.0;70.0;-1.0;59.39;1;1;1;0;0
28/07/2007;38.0;55.0;-1.0;40.0;-1.0;41.0;45.0;42.0;51.0;43.0;65.0;36.0;51.0;-1.0;45.45;0;1;0;0;0
29/07/2007;43.0;47.0;-1.0;43.0;-1.0;41.0;45.0;39.0;46.0;42.0;49.0;39.0;46.0;-1.0;43.39;0;1;0;0;0
30/07/2007;52.0;70.0;-1.0;58.0;-1.0;56.0;61.0;61.0;64.0;57.0;69.0;61.0;66.0;-1.0;61.37;1;1;1;0;0
31/07/2007;50.0;90.0;-1.0;61.0;-1.0;60.0;68.0;65.0;71.0;66.0;90.0;71.0;73.0;-1.0;68.66;1;1;1;1;0
01/08/2007;79.0;107.0;-1.0;70.0;-1.0;74.0;76.0;71.0;91.0;84.0;104.0;74.0;83.0;-1.0;84.58;1;1;1;1;1
02/08/2007;54.0;98.0;-1.0;57.0;-1.0;64.0;64.0;63.0;69.0;60.0;86.0;72.0;72.0;-1.0;70.94;1;1;1;1;0
03/08/2007;58.0;78.0;-1.0;66.0;-1.0;64.0;71.0;66.0;78.0;69.0;86.0;67.0;80.0;-1.0;68.68;1;1;1;1;0
04/08/2007;55.0;103.0;-1.0;69.0;-1.0;73.0;62.0;68.0;76.0;68.0;101.0;65.0;77.0;-1.0;74.33;1;1;1;1;0
05/08/2007;87.0;126.0;-1.0;80.0;-1.0;81.0;90.0;81.0;92.0;84.0;126.0;85.0;90.0;-1.0;96.52;1;1;1;1;1
06/08/2007;71.0;97.0;-1.0;68.0;-1.0;74.0;75.0;63.0;83.0;68.0;104.0;56.0;77.0;-1.0;76.72;1;1;1;1;0
07/08/2007;34.0;56.0;-1.0;40.0;-1.0;35.0;44.0;38.0;51.0;40.0;64.0;34.0;48.0;-1.0;43.19;0;1;0;0;0
08/08/2007;44.0;75.0;-1.0;53.0;-1.0;52.0;56.0;51.0;58.0;54.0;71.0;54.0;60.0;-1.0;56.86;1;1;1;0;0
09/08/2007;39.0;72.0;-1.0;49.0;-1.0;44.0;50.0;-1.0;51.0;49.0;66.0;51.0;55.0;-1.0;54.72;1;1;1;0;0
10/08/2007;18.0;50.0;-1.0;24.0;-1.0;25.0;26.0;-1.0;33.0;28.0;47.0;20.0;29.0;-1.0;32.4;0;0;0;0;0
11/08/2007;35.0;71.0;-1.0;40.0;-1.0;38.0;42.0;38.0;46.0;41.0;66.0;40.0;46.0;-1.0;47.27;0;1;0;0;0
12/08/2007;62.0;80.0;-1.0;65.0;-1.0;57.0;64.0;64.0;66.0;65.0;91.0;61.0;75.0;-1.0;68.75;1;1;1;1;0
13/08/2007;55.0;89.0;-1.0;64.0;-1.0;58.0;61.0;72.0;67.0;63.0;91.0;65.0;77.0;-1.0;71.41;1;1;1;1;0
14/08/2007;72.0;93.0;-1.0;70.0;-1.0;67.0;74.0;77.0;89.0;77.0;96.0;66.0;79.0;-1.0;79.91;1;1;1;1;0
15/08/2007;102.0;108.0;-1.0;96.0;-1.0;95.0;99.0;99.0;106.0;99.0;112.0;88.0;97.0;-1.0;102.11;1;1;1;1;1
16/08/2007;49.0;66.0;-1.0;48.0;-1.0;48.0;51.0;52.0;55.0;49.0;69.0;47.0;54.0;-1.0;55.07;1;1;1;0;0
17/08/2007;36.0;73.0;-1.0;51.0;-1.0;43.0;47.0;54.0;49.0;51.0;68.0;53.0;57.0;-1.0;53.92;1;1;1;0;0
18/08/2007;44.0;75.0;-1.0;61.0;-1.0;46.0;46.0;64.0;57.0;50.0;82.0;51.0;62.0;-1.0;59.82;1;1;1;0;0
19/08/2007;41.0;66.0;-1.0;41.0;-1.0;40.0;45.0;43.0;50.0;42.0;75.0;44.0;47.0;-1.0;49.28;0;1;0;0;0
20/08/2007;39.0;61.0;-1.0;47.0;-1.0;47.0;48.0;47.0;49.0;46.0;64.0;49.0;52.0;-1.0;49.15;0;1;0;0;0
21/08/2007;29.0;53.0;-1.0;23.0;-1.0;28.0;29.0;27.0;35.0;26.0;59.0;33.0;-1.0;-1.0;35.57;0;1;0;0;0
22/08/2007;38.0;60.0;-1.0;37.0;-1.0;39.0;41.0;40.0;46.0;43.0;71.0;40.0;45.0;-1.0;45.47;0;1;0;0;0
23/08/2007;54.0;67.0;-1.0;45.0;-1.0;45.0;49.0;44.0;67.0;52.0;82.0;46.0;49.0;-1.0;54.01;1;1;1;0;0
24/08/2007;65.0;82.0;-1.0;50.0;-1.0;46.0;60.0;56.0;78.0;64.0;96.0;51.0;63.0;-1.0;66.57;1;1;1;0;0
25/08/2007;46.0;104.0;-1.0;62.0;-1.0;63.0;57.0;73.0;69.0;60.0;109.0;65.0;73.0;-1.0;72.7;1;1;1;1;0
26/08/2007;53.0;104.0;-1.0;64.0;-1.0;62.0;64.0;74.0;66.0;63.0;112.0;65.0;77.0;-1.0;75.79;1;1;1;1;0
27/08/2007;38.0;101.0;-1.0;53.0;-1.0;53.0;53.0;70.0;62.0;53.0;117.0;62.0;73.0;-1.0;68.43;1;1;1;1;0
28/08/2007;29.0;55.0;-1.0;34.0;-1.0;29.0;38.0;39.0;44.0;43.0;93.0;36.0;49.0;-1.0;41.43;0;1;0;0;0
29/08/2007;12.0;48.0;-1.0;13.0;-1.0;11.0;16.0;16.0;18.0;14.0;69.0;20.0;21.0;-1.0;24.13;0;0;0;0;0
30/08/2007;43.0;68.0;-1.0;43.0;-1.0;42.0;49.0;55.0;52.0;50.0;60.0;56.0;57.0;-1.0;54.85;1;1;1;0;0
31/08/2007;54.0;70.0;-1.0;52.0;-1.0;60.0;59.0;58.0;64.0;59.0;69.0;58.0;63.0;-1.0;60.66;1;1;1;0;0
01/09/2007;38.0;53.0;-1.0;34.0;-1.0;34.0;39.0;39.0;43.0;40.0;52.0;25.0;41.0;-1.0;42.67;0;1;0;0;0
02/09/2007;33.0;60.0;-1.0;42.0;-1.0;40.0;35.0;44.0;47.0;35.0;73.0;39.0;45.0;-1.0;44.71;0;1;0;0;0
03/09/2007;26.0;63.0;-1.0;34.0;-1.0;33.0;32.0;38.0;38.0;33.0;63.0;35.0;38.0;-1.0;41.06;0;1;0;0;0
04/09/2007;44.0;64.0;-1.0;48.0;-1.0;48.0;49.0;53.0;53.0;47.0;62.0;50.0;51.0;-1.0;53.01;1;1;1;0;0
05/09/2007;47.0;73.0;-1.0;52.0;-1.0;56.0;53.0;56.0;57.0;-1.0;69.0;54.0;57.0;-1.0;58.03;1;1;1;0;0
06/09/2007;44.0;67.0;-1.0;49.0;-1.0;51.0;49.0;52.0;53.0;47.0;66.0;51.0;54.0;-1.0;53.81;1;1;1;0;0
07/09/2007;36.0;57.0;-1.0;39.0;-1.0;40.0;-1.0;43.0;43.0;38.0;50.0;42.0;41.0;-1.0;44.86;0;1;0;0;0
08/09/2007;44.0;66.0;-1.0;49.0;-1.0;50.0;47.0;55.0;48.0;46.0;63.0;49.0;51.0;-1.0;53.93;1;1;1;0;0
09/09/2007;58.0;79.0;-1.0;62.0;-1.0;58.0;58.0;68.0;58.0;58.0;76.0;61.0;64.0;-1.0;67.03;1;1;1;0;0
10/09/2007;41.0;75.0;-1.0;53.0;-1.0;53.0;50.0;58.0;54.0;50.0;76.0;49.0;58.0;-1.0;57.28;1;1;1;0;0
11/09/2007;39.0;68.0;-1.0;48.0;-1.0;46.0;44.0;56.0;51.0;44.0;66.0;49.0;52.0;-1.0;53.22;1;1;1;0;0
12/09/2007;22.0;56.0;-1.0;35.0;-1.0;27.0;29.0;38.0;39.0;33.0;63.0;34.0;36.0;-1.0;37.66;0;1;0;0;0
13/09/2007;52.0;73.0;-1.0;37.0;-1.0;35.0;43.0;45.0;58.0;34.0;99.0;38.0;37.0;-1.0;53.78;1;1;1;0;0
14/09/2007;49.0;98.0;-1.0;60.0;-1.0;50.0;62.0;60.0;78.0;53.0;111.0;45.0;57.0;-1.0;67.36;1;1;1;0;0
15/09/2007;49.0;101.0;-1.0;74.0;-1.0;64.0;55.0;84.0;74.0;68.0;118.0;63.0;74.0;-1.0;75.78;1;1;1;1;0
16/09/2007;81.0;103.0;-1.0;78.0;-1.0;75.0;80.0;84.0;84.0;74.0;118.0;63.0;71.0;-1.0;86.92;1;1;1;1;1
17/09/2007;86.0;98.0;-1.0;71.0;-1.0;82.0;86.0;72.0;100.0;82.0;112.0;56.0;73.0;-1.0;84.28;1;1;1;1;1
18/09/2007;30.0;65.0;-1.0;33.0;-1.0;38.0;-1.0;34.0;47.0;39.0;64.0;43.0;45.0;-1.0;43.12;0;1;0;0;0
19/09/2007;29.0;62.0;-1.0;38.0;-1.0;33.0;40.0;40.0;47.0;40.0;67.0;36.0;44.0;-1.0;43.36;0;1;0;0;0
20/09/2007;25.0;68.0;-1.0;34.0;-1.0;25.0;24.0;37.0;44.0;27.0;76.0;29.0;35.0;-1.0;41.0;0;1;0;0;0
21/09/2007;66.0;84.0;-1.0;55.0;-1.0;63.0;61.0;63.0;67.0;54.0;98.0;32.0;56.0;-1.0;68.72;1;1;1;1;0
22/09/2007;84.0;90.0;-1.0;60.0;-1.0;58.0;67.0;69.0;88.0;64.0;106.0;53.0;74.0;-1.0;79.07;1;1;1;1;0
23/09/2007;47.0;54.0;-1.0;54.0;-1.0;39.0;53.0;57.0;55.0;46.0;84.0;39.0;60.0;-1.0;53.26;1;1;1;0;0
24/09/2007;37.0;59.0;-1.0;39.0;-1.0;36.0;42.0;40.0;47.0;41.0;79.0;29.0;37.0;-1.0;44.34;0;1;0;0;0
25/09/2007;28.0;62.0;-1.0;48.0;-1.0;41.0;43.0;43.0;46.0;41.0;67.0;42.0;48.0;-1.0;44.56;0;1;0;0;0
26/09/2007;24.0;59.0;-1.0;33.0;-1.0;27.0;27.0;35.0;39.0;30.0;55.0;31.0;34.0;-1.0;37.84;0;1;0;0;0
27/09/2007;19.0;50.0;-1.0;25.0;-1.0;28.0;25.0;24.0;30.0;29.0;45.0;29.0;29.0;-1.0;30.33;0;0;0;0;0
28/09/2007;7.0;50.0;-1.0;17.0;-1.0;17.0;13.0;16.0;21.0;12.0;61.0;13.0;13.0;-1.0;22.43;0;0;0;0;0
29/09/2007;47.0;57.0;-1.0;37.0;-1.0;40.0;45.0;41.0;52.0;41.0;77.0;28.0;36.0;-1.0;46.96;0;1;0;0;0
30/09/2007;68.0;71.0;-1.0;52.0;-1.0;64.0;63.0;56.0;67.0;58.0;86.0;44.0;53.0;-1.0;63.73;1;1;1;0;0
01/10/2007;55.0;68.0;-1.0;32.0;-1.0;50.0;46.0;37.0;60.0;38.0;76.0;24.0;37.0;-1.0;51.19;0;1;0;0;0
02/10/2007;37.0;54.0;-1.0;31.0;-1.0;29.0;30.0;29.0;56.0;25.0;73.0;16.0;28.0;-1.0;38.13;0;1;0;0;0
03/10/2007;21.0;56.0;-1.0;16.0;-1.0;21.0;18.0;25.0;33.0;16.0;66.0;15.0;14.0;-1.0;30.92;0;0;0;0;0
04/10/2007;15.0;42.0;-1.0;7.0;-1.0;13.0;15.0;18.0;19.0;9.0;62.0;9.0;9.0;-1.0;22.72;0;0;0;0;0
05/10/2007;2.0;40.0;-1.0;2.0;-1.0;2.0;4.0;13.0;4.0;1.0;53.0;4.0;8.0;-1.0;16.14;0;0;0;0;0
06/10/2007;17.0;48.0;-1.0;16.0;-1.0;15.0;22.0;29.0;21.0;19.0;49.0;18.0;22.0;-1.0;29.64;0;0;0;0;0
07/10/2007;26.0;53.0;-1.0;26.0;-1.0;24.0;26.0;34.0;41.0;30.0;67.0;24.0;37.0;-1.0;36.58;0;1;0;0;0
08/10/2007;18.0;77.0;-1.0;30.0;-1.0;27.0;26.0;34.0;36.0;28.0;76.0;30.0;36.0;-1.0;40.92;0;1;0;0;0
09/10/2007;27.0;77.0;-1.0;36.0;-1.0;35.0;-1.0;33.0;42.0;41.0;69.0;36.0;41.0;-1.0;45.16;0;1;0;0;0
10/10/2007;17.0;56.0;-1.0;16.0;-1.0;18.0;-1.0;21.0;31.0;18.0;54.0;27.0;25.0;-1.0;30.62;0;0;0;0;0
11/10/2007;18.0;65.0;-1.0;21.0;-1.0;24.0;-1.0;25.0;30.0;25.0;57.0;34.0;33.0;-1.0;35.58;0;1;0;0;0
12/10/2007;17.0;70.0;-1.0;15.0;-1.0;14.0;19.0;19.0;22.0;19.0;63.0;22.0;23.0;-1.0;32.8;0;0;0;0;0
13/10/2007;16.0;46.0;-1.0;16.0;-1.0;22.0;22.0;17.0;25.0;18.0;47.0;24.0;25.0;-1.0;25.79;0;0;0;0;0
14/10/2007;18.0;59.0;-1.0;14.0;-1.0;25.0;21.0;18.0;32.0;14.0;68.0;25.0;25.0;-1.0;30.12;0;0;0;0;0
15/10/2007;40.0;79.0;-1.0;27.0;-1.0;43.0;47.0;32.0;59.0;35.0;95.0;27.0;35.0;-1.0;48.63;0;1;0;0;0
16/10/2007;43.0;93.0;-1.0;34.0;-1.0;46.0;49.0;-1.0;59.0;43.0;93.0;35.0;42.0;-1.0;62.45;1;1;1;0;0
17/10/2007;38.0;74.0;-1.0;27.0;-1.0;39.0;41.0;-1.0;58.0;35.0;80.0;33.0;38.0;-1.0;51.93;1;1;1;0;0
18/10/2007;39.0;72.0;-1.0;44.0;-1.0;47.0;50.0;50.0;53.0;44.0;62.0;56.0;50.0;-1.0;52.99;1;1;1;0;0
19/10/2007;34.0;72.0;-1.0;39.0;-1.0;45.0;-1.0;45.0;43.0;41.0;63.0;55.0;46.0;-1.0;49.84;0;1;0;0;0
20/10/2007;42.0;70.0;-1.0;42.0;-1.0;47.0;-1.0;46.0;47.0;42.0;59.0;56.0;46.0;-1.0;51.96;1;1;1;0;0
21/10/2007;44.0;71.0;-1.0;47.0;-1.0;50.0;-1.0;49.0;47.0;45.0;63.0;59.0;51.0;-1.0;54.25;1;1;1;0;0
22/10/2007;27.0;55.0;-1.0;31.0;-1.0;37.0;-1.0;36.0;36.0;32.0;50.0;38.0;37.0;-1.0;39.03;0;1;0;0;0
23/10/2007;14.0;41.0;-1.0;14.0;-1.0;21.0;-1.0;14.0;22.0;19.0;40.0;20.0;23.0;-1.0;22.92;0;0;0;0;0
24/10/2007;10.0;23.0;-1.0;6.0;-1.0;8.0;-1.0;7.0;8.0;6.0;21.0;8.0;13.0;-1.0;13.18;0;0;0;0;0
25/10/2007;15.0;27.0;-1.0;8.0;-1.0;11.0;8.0;11.0;13.0;14.0;30.0;9.0;16.0;-1.0;16.66;0;0;0;0;0
26/10/2007;9.0;24.0;-1.0;3.0;-1.0;5.0;3.0;4.0;2.0;6.0;27.0;4.0;10.0;-1.0;11.28;0;0;0;0;0
27/10/2007;18.0;28.0;-1.0;8.0;-1.0;12.0;9.0;10.0;13.0;13.0;41.0;9.0;17.0;-1.0;17.65;0;0;0;0;0
28/10/2007;27.0;50.0;-1.0;15.0;-1.0;17.0;16.0;17.0;18.0;21.0;71.0;10.0;25.0;-1.0;29.4;0;0;0;0;0
29/10/2007;20.0;69.0;-1.0;8.0;-1.0;21.0;13.0;12.0;21.0;13.0;79.0;7.0;18.0;-1.0;30.45;0;0;0;0;0
30/10/2007;27.0;56.0;-1.0;-1.0;-1.0;32.0;27.0;36.0;34.0;30.0;51.0;36.0;32.0;-1.0;37.98;0;1;0;0;0
31/10/2007;26.0;56.0;-1.0;-1.0;-1.0;31.0;25.0;37.0;32.0;30.0;51.0;36.0;34.0;-1.0;37.98;0;1;0;0;0
01/11/2007;24.0;53.0;-1.0;23.0;-1.0;22.0;15.0;24.0;17.0;20.0;46.0;30.0;23.0;-1.0;31.16;0;0;0;0;0
02/11/2007;17.0;41.0;-1.0;16.0;-1.0;11.0;6.0;6.0;8.0;9.0;44.0;12.0;12.0;-1.0;19.24;0;0;0;0;0
03/11/2007;19.0;35.0;-1.0;14.0;-1.0;8.0;5.0;6.0;12.0;10.0;32.0;5.0;12.0;-1.0;18.03;0;0;0;0;0
04/11/2007;26.0;49.0;-1.0;28.0;-1.0;22.0;21.0;27.0;23.0;25.0;37.0;26.0;29.0;-1.0;32.43;0;0;0;0;0
05/11/2007;25.0;48.0;-1.0;20.0;-1.0;17.0;18.0;18.0;23.0;21.0;49.0;14.0;27.0;-1.0;28.92;0;0;0;0;0
06/11/2007;19.0;57.0;-1.0;21.0;-1.0;17.0;10.0;16.0;-1.0;13.0;52.0;8.0;20.0;-1.0;27.98;0;0;0;0;0
07/11/2007;23.0;68.0;-1.0;26.0;-1.0;28.0;18.0;25.0;28.0;24.0;60.0;23.0;27.0;-1.0;35.89;0;1;0;0;0
08/11/2007;21.0;72.0;-1.0;30.0;-1.0;28.0;24.0;28.0;26.0;27.0;67.0;29.0;31.0;-1.0;38.12;0;1;0;0;0
09/11/2007;25.0;71.0;-1.0;34.0;-1.0;39.0;27.0;33.0;34.0;34.0;66.0;32.0;34.0;-1.0;40.88;0;1;0;0;0
10/11/2007;20.0;65.0;-1.0;14.0;-1.0;13.0;6.0;5.0;16.0;9.0;60.0;3.0;10.0;-1.0;26.21;0;0;0;0;0
11/11/2007;26.0;71.0;-1.0;30.0;-1.0;30.0;29.0;34.0;27.0;27.0;62.0;37.0;32.0;-1.0;41.36;0;1;0;0;0
12/11/2007;32.0;64.0;-1.0;38.0;-1.0;37.0;39.0;45.0;43.0;39.0;62.0;36.0;43.0;-1.0;45.92;0;1;0;0;0
13/11/2007;19.0;59.0;-1.0;23.0;-1.0;17.0;14.0;25.0;16.0;22.0;61.0;16.0;26.0;-1.0;31.85;0;0;0;0;0
14/11/2007;27.0;60.0;-1.0;30.0;-1.0;34.0;29.0;-1.0;29.0;28.0;53.0;31.0;32.0;-1.0;40.33;0;1;0;0;0
15/11/2007;21.0;32.0;-1.0;20.0;-1.0;20.0;16.0;-1.0;21.0;17.0;30.0;21.0;21.0;-1.0;24.59;0;0;0;0;0
16/11/2007;18.0;39.0;-1.0;20.0;-1.0;20.0;14.0;20.0;25.0;19.0;35.0;20.0;21.0;-1.0;24.29;0;0;0;0;0
17/11/2007;18.0;42.0;-1.0;30.0;-1.0;25.0;16.0;21.0;19.0;20.0;43.0;18.0;25.0;-1.0;25.93;0;0;0;0;0
18/11/2007;15.0;43.0;-1.0;29.0;-1.0;21.0;5.0;22.0;14.0;14.0;56.0;10.0;23.0;-1.0;24.56;0;0;0;0;0
19/11/2007;66.0;68.0;-1.0;52.0;-1.0;66.0;54.0;54.0;54.0;47.0;84.0;32.0;45.0;-1.0;60.33;1;1;1;0;0
20/11/2007;71.0;94.0;-1.0;75.0;-1.0;81.0;66.0;83.0;66.0;70.0;91.0;75.0;67.0;-1.0;79.93;1;1;1;1;0
21/11/2007;31.0;61.0;-1.0;43.0;-1.0;57.0;35.0;43.0;30.0;30.0;73.0;29.0;35.0;-1.0;43.27;0;1;0;0;0
22/11/2007;13.0;-1.0;-1.0;13.0;-1.0;19.0;8.0;8.0;20.0;7.0;55.0;3.0;12.0;-1.0;10.49;0;0;0;0;0
23/11/2007;8.0;-1.0;-1.0;21.0;-1.0;14.0;15.0;22.0;24.0;15.0;63.0;10.0;23.0;-1.0;16.04;0;0;0;0;0
24/11/2007;20.0;24.0;-1.0;20.0;-1.0;17.0;17.0;18.0;22.0;19.0;23.0;17.0;19.0;-1.0;20.23;0;0;0;0;0
25/11/2007;34.0;47.0;-1.0;32.0;-1.0;32.0;32.0;34.0;37.0;34.0;49.0;26.0;36.0;-1.0;37.55;0;1;0;0;0
26/11/2007;31.0;51.0;-1.0;35.0;-1.0;36.0;32.0;43.0;40.0;33.0;55.0;24.0;39.0;-1.0;40.56;0;1;0;0;0
27/11/2007;24.0;57.0;-1.0;32.0;-1.0;37.0;32.0;38.0;38.0;35.0;62.0;38.0;40.0;-1.0;39.03;0;1;0;0;0
28/11/2007;10.0;28.0;-1.0;9.0;-1.0;9.0;4.0;3.0;17.0;10.0;43.0;7.0;13.0;-1.0;12.83;0;0;0;0;0
29/11/2007;11.0;27.0;-1.0;3.0;-1.0;-1.0;2.0;1.0;13.0;7.0;58.0;6.0;10.0;-1.0;11.84;0;0;0;0;0
30/11/2007;6.0;33.0;-1.0;3.0;-1.0;9.0;1.0;0.0;6.0;5.0;49.0;4.0;15.0;-1.0;16.67;0;0;0;0;0
01/12/2007;5.0;38.0;-1.0;3.0;-1.0;9.0;1.0;0.0;1.0;4.0;59.0;3.0;16.0;-1.0;18.28;0;0;0;0;0
02/12/2007;31.0;57.0;-1.0;20.0;-1.0;28.0;30.0;-1.0;37.0;27.0;73.0;22.0;24.0;-1.0;39.87;0;1;0;0;0
03/12/2007;23.0;68.0;-1.0;38.0;-1.0;34.0;32.0;43.0;40.0;31.0;69.0;39.0;37.0;-1.0;42.94;0;1;0;0;0
04/12/2007;8.0;57.0;-1.0;10.0;-1.0;18.0;7.0;16.0;24.0;11.0;62.0;21.0;-1.0;-1.0;25.09;0;0;0;0;0
05/12/2007;7.0;45.0;-1.0;4.0;-1.0;8.0;5.0;2.0;8.0;6.0;63.0;5.0;-1.0;-1.0;16.71;0;0;0;0;0
06/12/2007;10.0;54.0;-1.0;3.0;-1.0;16.0;7.0;0.0;14.0;5.0;61.0;7.0;10.0;-1.0;26.28;0;0;0;0;0
07/12/2007;21.0;60.0;-1.0;29.0;-1.0;36.0;26.0;23.0;39.0;17.0;68.0;21.0;24.0;-1.0;33.02;0;0;0;0;0
08/12/2007;52.0;61.0;-1.0;48.0;-1.0;54.0;56.0;50.0;61.0;53.0;69.0;46.0;48.0;-1.0;53.93;1;1;1;0;0
09/12/2007;54.0;72.0;-1.0;51.0;-1.0;57.0;57.0;60.0;64.0;52.0;77.0;48.0;42.0;-1.0;59.88;1;1;1;0;0
10/12/2007;24.0;66.0;-1.0;42.0;-1.0;43.0;33.0;44.0;40.0;37.0;67.0;46.0;37.0;-1.0;43.1;0;1;0;0;0
11/12/2007;34.0;56.0;-1.0;32.0;-1.0;40.0;35.0;40.0;48.0;41.0;54.0;42.0;40.0;-1.0;42.35;0;1;0;0;0
