;FR20013;FR20046;FR20062;FR20065;FR20061;FR20077;FR20037;FR20017;FR20048;indicateur
16/02/2013;29.0;23.1;21.0;24.0;24.0;-1.0;-1.0;-1.0;-1.0;25.87
17/02/2013;41.0;30.4;31.0;37.0;28.0;-1.0;-1.0;-1.0;-1.0;35.38
18/02/2013;51.0;33.1;40.0;43.0;36.0;-1.0;-1.0;-1.0;-1.0;41.83
19/02/2013;61.0;38.7;-1.0;52.0;44.0;-1.0;-1.0;-1.0;-1.0;49.68
20/02/2013;51.0;41.3;45.0;48.0;37.0;-1.0;-1.0;-1.0;-1.0;45.85
21/02/2013;23.0;18.1;19.0;22.0;16.0;-1.0;-1.0;-1.0;-1.0;20.39
22/02/2013;28.0;23.8;25.0;29.0;21.0;-1.0;-1.0;-1.0;-1.0;25.76
23/02/2013;42.0;39.8;46.0;49.0;38.0;-1.0;-1.0;-1.0;-1.0;40.99
24/02/2013;44.0;42.8;44.0;51.0;39.0;-1.0;-1.0;-1.0;-1.0;43.36
25/02/2013;48.0;40.1;41.0;48.0;38.0;-1.0;-1.0;-1.0;-1.0;43.85
26/02/2013;68.0;56.5;57.0;63.0;58.0;-1.0;-1.0;-1.0;-1.0;62.03
27/02/2013;71.0;73.7;69.0;81.0;76.0;-1.0;-1.0;-1.0;-1.0;72.51
28/02/2013;87.0;75.3;81.0;87.0;81.0;-1.0;-1.0;-1.0;-1.0;81.21
01/03/2013;67.0;50.3;57.0;63.0;53.0;-1.0;-1.0;-1.0;-1.0;58.49
02/03/2013;43.0;39.9;40.0;44.0;38.0;-1.0;-1.0;-1.0;-1.0;41.34
03/03/2013;-1.0;40.4;43.0;46.0;38.0;-1.0;-1.0;-1.0;-1.0;40.47
04/03/2013;-1.0;44.3;50.0;54.0;47.0;-1.0;-1.0;-1.0;-1.0;44.87
05/03/2013;37.0;42.3;39.0;42.0;33.0;-1.0;-1.0;-1.0;-1.0;39.45
06/03/2013;42.0;43.3;39.0;44.0;39.0;-1.0;-1.0;-1.0;-1.0;42.48
07/03/2013;29.0;24.2;27.0;30.0;26.0;-1.0;-1.0;-1.0;-1.0;26.63
08/03/2013;17.0;9.4;13.0;16.0;15.0;-1.0;-1.0;-1.0;-1.0;13.29
09/03/2013;31.0;25.3;30.0;32.0;21.0;-1.0;-1.0;-1.0;-1.0;28.0
10/03/2013;24.0;22.0;24.0;26.0;17.0;-1.0;-1.0;-1.0;-1.0;22.86
11/03/2013;18.0;13.7;-1.0;19.0;10.0;-1.0;-1.0;-1.0;-1.0;15.69
12/03/2013;10.0;5.9;11.0;13.0;8.0;-1.0;-1.0;-1.0;-1.0;8.07
13/03/2013;21.0;16.3;22.0;24.0;18.0;-1.0;-1.0;-1.0;-1.0;18.75
14/03/2013;16.0;15.8;20.0;23.0;13.0;-1.0;-1.0;-1.0;-1.0;15.96
15/03/2013;21.0;18.3;20.0;23.0;18.0;-1.0;-1.0;-1.0;-1.0;19.64
16/03/2013;19.0;20.5;21.0;26.0;19.0;-1.0;-1.0;-1.0;-1.0;19.82
17/03/2013;4.0;3.1;7.0;10.0;4.0;-1.0;-1.0;-1.0;-1.0;3.7
18/03/2013;10.0;4.6;8.0;11.0;4.0;-1.0;-1.0;-1.0;-1.0;7.25
19/03/2013;9.0;5.5;7.0;9.0;7.0;-1.0;-1.0;-1.0;-1.0;7.26
20/03/2013;13.0;8.5;11.0;12.0;8.0;-1.0;-1.0;-1.0;-1.0;10.68
21/03/2013;19.0;21.6;20.0;-1.0;16.0;-1.0;-1.0;-1.0;-1.0;20.15
22/03/2013;22.0;18.8;24.0;-1.0;20.0;-1.0;-1.0;-1.0;-1.0;20.45
23/03/2013;15.0;10.6;13.0;14.0;19.0;-1.0;-1.0;-1.0;-1.0;13.02
24/03/2013;33.0;27.8;33.0;35.0;37.0;-1.0;-1.0;-1.0;-1.0;30.72
25/03/2013;46.0;42.7;48.0;54.0;45.0;-1.0;-1.0;-1.0;-1.0;44.55
26/03/2013;45.0;-1.0;48.0;55.0;44.0;-1.0;-1.0;-1.0;-1.0;45.26
27/03/2013;45.0;-1.0;43.0;51.0;42.0;-1.0;-1.0;-1.0;-1.0;44.88
28/03/2013;45.0;43.2;46.0;-1.0;49.0;-1.0;-1.0;-1.0;-1.0;44.3
29/03/2013;54.0;47.5;56.0;-1.0;59.0;-1.0;-1.0;-1.0;-1.0;51.12
30/03/2013;31.0;25.6;30.0;32.0;28.0;-1.0;-1.0;-1.0;-1.0;28.36
31/03/2013;43.0;44.7;48.0;52.0;48.0;-1.0;-1.0;-1.0;-1.0;44.16
01/04/2013;48.0;48.0;51.0;53.0;46.0;-1.0;-1.0;-1.0;-1.0;48.05
02/04/2013;42.0;34.9;42.0;-1.0;37.0;-1.0;-1.0;-1.0;-1.0;38.47
03/04/2013;41.0;37.6;40.0;-1.0;42.0;-1.0;-1.0;-1.0;-1.0;39.4
04/04/2013;39.0;34.3;40.0;45.0;39.0;-1.0;-1.0;-1.0;-1.0;36.89
05/04/2013;24.0;22.2;23.0;27.0;19.0;-1.0;-1.0;-1.0;-1.0;23.01
06/04/2013;39.0;37.6;39.0;45.0;38.0;-1.0;-1.0;-1.0;-1.0;38.38
07/04/2013;31.0;28.6;33.0;35.0;29.0;-1.0;-1.0;-1.0;-1.0;29.89
08/04/2013;28.0;22.8;27.0;29.0;23.0;-1.0;-1.0;-1.0;-1.0;25.39
09/04/2013;9.0;5.0;9.0;12.0;7.0;-1.0;-1.0;-1.0;-1.0;7.1
10/04/2013;13.0;7.0;10.0;12.0;8.0;-1.0;-1.0;-1.0;-1.0;9.96
11/04/2013;13.0;7.1;12.0;14.0;11.0;-1.0;-1.0;-1.0;-1.0;10.16
12/04/2013;9.0;3.3;8.0;9.0;6.0;-1.0;-1.0;-1.0;-1.0;6.21
13/04/2013;15.0;9.0;-1.0;12.0;10.0;-1.0;-1.0;-1.0;-1.0;11.93
14/04/2013;12.0;11.3;-1.0;14.0;12.0;-1.0;-1.0;-1.0;-1.0;11.69
15/04/2013;15.0;10.1;-1.0;14.0;12.0;-1.0;-1.0;-1.0;-1.0;12.55
16/04/2013;19.0;14.4;-1.0;18.0;14.0;-1.0;-1.0;-1.0;-1.0;16.63
17/04/2013;18.0;13.5;15.0;17.0;14.0;-1.0;-1.0;-1.0;-1.0;15.69
18/04/2013;16.0;10.8;14.0;15.0;13.0;-1.0;-1.0;-1.0;-1.0;13.42
19/04/2013;11.0;4.0;11.0;11.0;8.0;-1.0;-1.0;-1.0;-1.0;7.62
20/04/2013;13.0;9.2;16.0;16.0;13.0;-1.0;-1.0;-1.0;-1.0;11.31
21/04/2013;17.0;13.6;19.0;18.0;16.0;-1.0;-1.0;-1.0;-1.0;15.42
22/04/2013;23.0;18.6;24.0;24.0;20.0;-1.0;-1.0;-1.0;-1.0;20.87
23/04/2013;17.0;12.7;15.0;16.0;14.0;-1.0;-1.0;-1.0;-1.0;14.84
24/04/2013;21.0;17.2;20.0;25.0;16.0;-1.0;-1.0;-1.0;-1.0;19.09
25/04/2013;23.0;18.9;23.0;27.0;21.0;-1.0;-1.0;-1.0;-1.0;21.06
26/04/2013;24.0;18.6;23.0;24.0;20.0;-1.0;-1.0;-1.0;-1.0;21.32
27/04/2013;7.0;1.4;7.0;7.0;2.0;-1.0;-1.0;-1.0;-1.0;4.21
28/04/2013;11.0;3.9;9.0;8.0;6.0;-1.0;-1.0;-1.0;-1.0;7.44
29/04/2013;13.0;8.7;13.0;14.0;9.0;-1.0;-1.0;-1.0;-1.0;10.87
30/04/2013;21.0;10.5;-1.0;16.0;15.0;-1.0;-1.0;-1.0;-1.0;15.73
01/05/2013;18.0;12.3;15.0;13.0;14.0;-1.0;-1.0;-1.0;-1.0;15.08
02/05/2013;17.0;8.9;15.0;15.0;12.0;-1.0;-1.0;-1.0;-1.0;12.98
03/05/2013;19.0;10.9;18.0;18.0;16.0;-1.0;-1.0;-1.0;-1.0;15.08
04/05/2013;30.0;25.6;-1.0;32.0;27.0;-1.0;-1.0;-1.0;-1.0;27.82
05/05/2013;20.0;19.4;-1.0;22.0;14.0;-1.0;-1.0;-1.0;-1.0;19.54
06/05/2013;15.0;8.2;-1.0;13.0;11.0;-1.0;-1.0;-1.0;-1.0;11.6
07/05/2013;21.0;14.1;-1.0;18.0;13.0;-1.0;-1.0;-1.0;-1.0;17.41
08/05/2013;18.0;11.3;12.0;17.0;12.0;-1.0;-1.0;-1.0;-1.0;14.54
09/05/2013;15.0;4.2;8.0;8.0;6.0;-1.0;-1.0;-1.0;-1.0;9.44
10/05/2013;10.0;2.3;5.0;6.0;5.0;-1.0;-1.0;-1.0;-1.0;6.09
11/05/2013;10.0;3.6;6.0;8.0;5.0;-1.0;-1.0;-1.0;-1.0;6.74
12/05/2013;8.0;2.6;5.0;6.0;5.0;-1.0;-1.0;-1.0;-1.0;5.29
13/05/2013;14.0;7.5;9.0;9.0;8.0;-1.0;-1.0;-1.0;-1.0;10.61
14/05/2013;15.0;6.3;8.0;13.0;10.0;-1.0;-1.0;-1.0;-1.0;10.61
15/05/2013;13.0;4.8;-1.0;11.0;7.0;-1.0;-1.0;-1.0;-1.0;8.86
16/05/2013;13.0;3.3;6.0;9.0;5.0;-1.0;-1.0;-1.0;-1.0;8.02
17/05/2013;17.0;7.1;10.0;13.0;9.0;-1.0;-1.0;-1.0;-1.0;11.93
18/05/2013;12.0;3.4;6.0;7.0;8.0;-1.0;-1.0;-1.0;-1.0;7.67
19/05/2013;7.0;2.3;5.0;5.0;5.0;-1.0;-1.0;-1.0;-1.0;4.67
20/05/2013;8.0;3.4;6.0;9.0;6.0;-1.0;-1.0;-1.0;-1.0;5.75
21/05/2013;15.0;5.1;8.0;12.0;7.0;-1.0;-1.0;-1.0;-1.0;9.94
22/05/2013;12.0;3.5;6.0;8.0;5.0;-1.0;-1.0;-1.0;-1.0;7.63
23/05/2013;12.0;5.7;8.0;9.0;7.0;-1.0;-1.0;-1.0;-1.0;8.78
24/05/2013;10.0;3.4;5.0;7.0;5.0;-1.0;-1.0;-1.0;-1.0;6.62
25/05/2013;7.0;2.5;4.0;6.0;4.0;-1.0;-1.0;-1.0;-1.0;4.73
26/05/2013;13.0;6.8;9.0;10.0;9.0;-1.0;-1.0;-1.0;-1.0;9.86
27/05/2013;-1.0;10.8;12.0;14.0;11.0;-1.0;-1.0;-1.0;-1.0;10.92
28/05/2013;17.0;5.6;8.0;12.0;9.0;-1.0;-1.0;-1.0;-1.0;11.17
29/05/2013;15.0;4.4;6.0;10.0;6.0;-1.0;-1.0;-1.0;-1.0;9.52
30/05/2013;14.0;2.4;5.0;6.0;5.0;-1.0;-1.0;-1.0;-1.0;8.01
31/05/2013;14.0;5.0;7.0;10.0;8.0;-1.0;-1.0;-1.0;-1.0;9.41
01/06/2013;20.0;11.1;14.0;14.0;14.0;-1.0;-1.0;-1.0;-1.0;15.45
02/06/2013;15.0;8.8;11.0;12.0;11.0;-1.0;-1.0;-1.0;-1.0;11.86
03/06/2013;13.0;5.0;7.0;9.0;7.0;-1.0;-1.0;-1.0;-1.0;8.9
04/06/2013;15.0;5.2;8.0;12.0;8.0;-1.0;-1.0;-1.0;-1.0;10.02
05/06/2013;24.0;13.0;14.0;-1.0;13.0;-1.0;-1.0;-1.0;-1.0;18.24
06/06/2013;21.0;8.5;10.0;-1.0;14.0;-1.0;-1.0;-1.0;-1.0;14.64
07/06/2013;23.0;9.5;12.0;-1.0;17.0;-1.0;-1.0;-1.0;-1.0;16.2
08/06/2013;21.0;9.8;12.0;16.0;15.0;-1.0;-1.0;-1.0;-1.0;15.33
09/06/2013;16.0;8.3;11.0;12.0;12.0;-1.0;-1.0;-1.0;-1.0;12.12
10/06/2013;18.0;6.4;9.0;12.0;9.0;-1.0;-1.0;-1.0;-1.0;12.04
11/06/2013;21.0;7.7;11.0;14.0;13.0;-1.0;-1.0;-1.0;-1.0;14.24
12/06/2013;20.0;8.2;10.0;14.0;12.0;-1.0;-1.0;-1.0;-1.0;13.96
13/06/2013;18.0;6.6;9.0;14.0;10.0;-1.0;-1.0;-1.0;-1.0;12.19
14/06/2013;15.0;3.1;5.0;7.0;7.0;-1.0;-1.0;-1.0;-1.0;8.89
15/06/2013;21.0;8.7;13.0;14.0;13.0;-1.0;-1.0;-1.0;-1.0;14.75
16/06/2013;15.0;6.3;10.0;11.0;13.0;-1.0;-1.0;-1.0;-1.0;10.72
17/06/2013;15.0;7.7;10.0;18.0;12.0;-1.0;-1.0;-1.0;-1.0;11.43
18/06/2013;28.0;16.7;16.0;24.0;20.0;-1.0;-1.0;-1.0;-1.0;22.18
19/06/2013;26.0;15.5;19.0;32.0;23.0;-1.0;-1.0;-1.0;-1.0;20.92
20/06/2013;16.0;7.6;10.0;23.0;12.0;-1.0;-1.0;-1.0;-1.0;11.91
21/06/2013;13.0;3.8;5.0;9.0;6.0;-1.0;-1.0;-1.0;-1.0;8.27
22/06/2013;12.0;4.5;6.0;8.0;7.0;-1.0;-1.0;-1.0;-1.0;8.17
23/06/2013;8.0;3.3;4.0;7.0;5.0;-1.0;-1.0;-1.0;-1.0;5.62
24/06/2013;9.0;3.2;6.0;10.0;6.0;-1.0;-1.0;-1.0;-1.0;6.14
25/06/2013;14.0;5.0;8.0;12.0;8.0;-1.0;-1.0;-1.0;-1.0;9.45
26/06/2013;13.0;6.3;9.0;12.0;9.0;-1.0;-1.0;-1.0;-1.0;9.64
27/06/2013;18.0;8.8;11.0;28.0;11.0;-1.0;-1.0;-1.0;-1.0;13.45
28/06/2013;17.0;7.3;10.0;-1.0;9.0;-1.0;-1.0;-1.0;-1.0;12.01
29/06/2013;15.0;3.7;7.0;-1.0;7.0;-1.0;-1.0;-1.0;-1.0;9.23
30/06/2013;14.0;6.3;8.0;-1.0;10.0;-1.0;-1.0;-1.0;-1.0;10.11
01/07/2013;22.0;8.8;11.0;-1.0;12.0;-1.0;-1.0;-1.0;-1.0;15.21
02/07/2013;23.0;10.9;14.0;31.0;15.0;-1.0;-1.0;-1.0;-1.0;17.0
03/07/2013;18.0;6.7;9.0;10.0;8.0;-1.0;-1.0;-1.0;-1.0;12.12
04/07/2013;14.0;4.3;6.0;8.0;8.0;-1.0;-1.0;-1.0;-1.0;9.04
05/07/2013;16.0;5.4;8.0;9.0;10.0;-1.0;-1.0;-1.0;-1.0;10.61
06/07/2013;19.0;9.0;11.0;12.0;14.0;-1.0;-1.0;-1.0;-1.0;13.92
07/07/2013;24.0;13.3;16.0;15.0;17.0;-1.0;-1.0;-1.0;-1.0;18.51
08/07/2013;36.0;16.2;18.0;18.0;20.0;-1.0;-1.0;-1.0;-1.0;25.66
09/07/2013;34.0;17.1;20.0;23.0;22.0;-1.0;-1.0;-1.0;-1.0;25.3
10/07/2013;32.0;16.1;20.0;24.0;26.0;-1.0;-1.0;-1.0;-1.0;24.04
11/07/2013;33.0;16.3;20.0;19.0;20.0;-1.0;-1.0;-1.0;-1.0;24.35
12/07/2013;23.0;10.8;14.0;17.0;16.0;-1.0;-1.0;-1.0;-1.0;16.82
13/07/2013;19.0;10.6;13.0;13.0;14.0;-1.0;-1.0;-1.0;-1.0;14.72
14/07/2013;22.0;15.6;17.0;18.0;18.0;-1.0;-1.0;-1.0;-1.0;18.73
15/07/2013;23.0;13.2;15.0;20.0;16.0;-1.0;-1.0;-1.0;-1.0;18.0
16/07/2013;26.0;14.5;16.0;20.0;18.0;-1.0;-1.0;-1.0;-1.0;20.1
17/07/2013;39.0;17.4;19.0;24.0;19.0;-1.0;-1.0;-1.0;-1.0;27.69
18/07/2013;29.0;-1.0;19.0;21.0;20.0;-1.0;-1.0;-1.0;-1.0;27.93
19/07/2013;30.0;-1.0;21.0;29.0;24.0;-1.0;-1.0;-1.0;-1.0;29.31
20/07/2013;20.0;-1.0;13.0;16.0;17.0;-1.0;-1.0;-1.0;-1.0;19.49
21/07/2013;22.0;-1.0;17.0;19.0;21.0;-1.0;-1.0;-1.0;-1.0;21.7
22/07/2013;29.0;-1.0;18.0;22.0;19.0;-1.0;-1.0;-1.0;-1.0;27.86
23/07/2013;21.0;9.8;14.0;35.0;14.0;-1.0;-1.0;-1.0;-1.0;15.56
24/07/2013;29.0;10.7;13.0;20.0;13.0;-1.0;-1.0;-1.0;-1.0;19.51
25/07/2013;27.0;16.5;19.0;29.0;17.0;-1.0;-1.0;-1.0;-1.0;21.63
26/07/2013;28.0;14.2;16.0;18.0;19.0;-1.0;-1.0;-1.0;-1.0;20.9
27/07/2013;24.0;11.5;14.0;14.0;14.0;-1.0;-1.0;-1.0;-1.0;17.52
28/07/2013;15.0;8.3;-1.0;11.0;10.0;-1.0;-1.0;-1.0;-1.0;11.59
29/07/2013;16.0;8.3;8.0;13.0;8.0;-1.0;-1.0;-1.0;-1.0;11.95
30/07/2013;13.0;5.6;6.0;9.0;8.0;-1.0;-1.0;-1.0;-1.0;9.19
31/07/2013;16.0;7.3;8.0;12.0;10.0;-1.0;-1.0;-1.0;-1.0;11.53
01/08/2013;16.0;10.3;10.0;25.0;13.0;-1.0;-1.0;-1.0;-1.0;13.23
02/08/2013;18.0;7.9;8.0;-1.0;12.0;-1.0;-1.0;-1.0;-1.0;12.83
03/08/2013;19.0;8.8;9.0;11.0;12.0;-1.0;-1.0;-1.0;-1.0;13.72
04/08/2013;17.0;7.6;8.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.18
05/08/2013;22.0;13.6;15.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.8
06/08/2013;24.0;13.2;14.0;22.0;15.0;-1.0;-1.0;-1.0;-1.0;18.44
07/08/2013;16.0;7.1;8.0;11.0;10.0;-1.0;-1.0;-1.0;-1.0;11.43
08/08/2013;15.0;7.4;8.0;11.0;11.0;-1.0;-1.0;-1.0;-1.0;11.13
09/08/2013;15.0;6.9;8.0;13.0;10.0;-1.0;-1.0;-1.0;-1.0;10.89
10/08/2013;11.0;4.2;5.0;8.0;7.0;-1.0;-1.0;-1.0;-1.0;7.54
11/08/2013;14.0;7.0;8.0;14.0;10.0;-1.0;-1.0;-1.0;-1.0;10.48
12/08/2013;18.0;10.2;12.0;13.0;11.0;-1.0;-1.0;-1.0;-1.0;13.95
13/08/2013;14.0;6.7;7.0;36.0;9.0;-1.0;-1.0;-1.0;-1.0;10.55
14/08/2013;-1.0;5.4;6.0;16.0;8.0;-1.0;-1.0;-1.0;-1.0;5.81
15/08/2013;-1.0;9.2;9.0;26.0;10.0;-1.0;-1.0;-1.0;-1.0;9.62
16/08/2013;-1.0;12.9;12.0;25.0;14.0;-1.0;-1.0;-1.0;-1.0;13.21
17/08/2013;-1.0;11.3;10.0;12.0;11.0;-1.0;-1.0;-1.0;-1.0;11.25
18/08/2013;-1.0;11.9;11.0;13.0;12.0;-1.0;-1.0;-1.0;-1.0;11.9
19/08/2013;-1.0;8.1;8.0;11.0;9.0;-1.0;-1.0;-1.0;-1.0;8.22
20/08/2013;7.0;5.9;6.0;9.0;8.0;-1.0;-1.0;-1.0;-1.0;6.52
21/08/2013;12.0;8.2;9.0;14.0;11.0;-1.0;-1.0;-1.0;-1.0;10.16
22/08/2013;16.0;12.8;12.0;20.0;12.0;-1.0;-1.0;-1.0;-1.0;14.35
23/08/2013;20.0;13.9;15.0;21.0;16.0;-1.0;-1.0;-1.0;-1.0;16.93
24/08/2013;15.0;12.7;13.0;14.0;13.0;-1.0;-1.0;-1.0;-1.0;13.81
25/08/2013;8.0;4.4;5.0;7.0;6.0;-1.0;-1.0;-1.0;-1.0;6.18
26/08/2013;11.0;5.5;6.0;11.0;7.0;-1.0;-1.0;-1.0;-1.0;8.2
27/08/2013;19.0;9.7;11.0;15.0;10.0;-1.0;-1.0;-1.0;-1.0;14.16
28/08/2013;16.0;9.2;10.0;14.0;12.0;-1.0;-1.0;-1.0;-1.0;12.55
29/08/2013;24.0;15.3;16.0;-1.0;18.0;-1.0;-1.0;-1.0;-1.0;19.53
30/08/2013;21.0;14.2;15.0;18.0;17.0;-1.0;-1.0;-1.0;-1.0;17.54
31/08/2013;19.0;13.9;14.0;15.0;16.0;-1.0;-1.0;-1.0;-1.0;16.37
01/09/2013;11.0;6.9;7.0;9.0;9.0;-1.0;-1.0;-1.0;-1.0;8.92
02/09/2013;11.0;-1.0;6.0;10.0;8.0;-1.0;-1.0;-1.0;-1.0;10.62
03/09/2013;17.0;7.1;8.0;11.0;10.0;-1.0;-1.0;-1.0;-1.0;11.9
04/09/2013;22.0;13.9;14.0;24.0;17.0;-1.0;-1.0;-1.0;-1.0;17.92
05/09/2013;20.0;12.8;11.0;18.0;17.0;-1.0;-1.0;-1.0;-1.0;16.34
06/09/2013;16.0;9.4;10.0;17.0;14.0;-1.0;-1.0;-1.0;-1.0;12.74
07/09/2013;14.0;7.6;9.0;14.0;11.0;-1.0;-1.0;-1.0;-1.0;10.81
08/09/2013;6.0;2.8;4.0;6.0;5.0;-1.0;-1.0;-1.0;-1.0;4.43
09/09/2013;9.0;4.1;-1.0;9.0;6.0;-1.0;-1.0;-1.0;-1.0;6.56
10/09/2013;9.0;5.3;8.0;10.0;7.0;-1.0;-1.0;-1.0;-1.0;7.19
11/09/2013;9.0;5.3;-1.0;8.0;8.0;-1.0;-1.0;-1.0;-1.0;7.19
12/09/2013;13.0;8.0;-1.0;11.0;10.0;-1.0;-1.0;-1.0;-1.0;10.49
13/09/2013;13.0;8.0;8.0;11.0;9.0;-1.0;-1.0;-1.0;-1.0;10.41
14/09/2013;12.0;7.5;9.0;13.0;11.0;-1.0;-1.0;-1.0;-1.0;9.82
15/09/2013;3.0;2.7;4.0;6.0;5.0;-1.0;-1.0;-1.0;-1.0;2.98
16/09/2013;12.0;6.2;8.0;11.0;8.0;-1.0;-1.0;-1.0;-1.0;9.07
17/09/2013;10.0;4.6;6.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;7.2
18/09/2013;13.0;5.0;8.0;-1.0;7.0;-1.0;-1.0;-1.0;-1.0;8.92
19/09/2013;9.0;3.9;5.0;7.0;5.0;-1.0;-1.0;-1.0;-1.0;6.38
20/09/2013;13.0;5.9;8.0;12.0;9.0;-1.0;-1.0;-1.0;-1.0;9.44
21/09/2013;11.0;7.3;8.0;11.0;9.0;-1.0;-1.0;-1.0;-1.0;9.15
22/09/2013;13.0;9.2;11.0;13.0;12.0;-1.0;-1.0;-1.0;-1.0;11.15
23/09/2013;20.0;11.8;13.0;19.0;13.0;-1.0;-1.0;-1.0;-1.0;15.79
24/09/2013;22.0;13.4;16.0;20.0;17.0;-1.0;-1.0;-1.0;-1.0;17.67
25/09/2013;24.0;12.1;14.0;19.0;19.0;-1.0;-1.0;-1.0;-1.0;18.02
26/09/2013;29.0;17.1;19.0;24.0;22.0;-1.0;-1.0;-1.0;-1.0;22.95
27/09/2013;27.0;16.3;19.0;26.0;22.0;-1.0;-1.0;-1.0;-1.0;21.66
28/09/2013;20.0;13.1;14.0;17.0;16.0;-1.0;-1.0;-1.0;-1.0;16.49
29/09/2013;12.0;5.9;8.0;-1.0;9.0;-1.0;-1.0;-1.0;-1.0;8.93
30/09/2013;16.0;6.7;9.0;-1.0;10.0;-1.0;-1.0;-1.0;-1.0;11.26
01/10/2013;21.0;10.2;14.0;-1.0;14.0;-1.0;-1.0;-1.0;-1.0;15.52
02/10/2013;29.0;12.2;17.0;23.0;19.0;-1.0;-1.0;-1.0;-1.0;20.51
03/10/2013;17.0;8.7;11.0;16.0;14.0;-1.0;-1.0;-1.0;-1.0;12.89
04/10/2013;21.0;9.4;13.0;17.0;15.0;-1.0;-1.0;-1.0;-1.0;15.18
05/10/2013;9.0;2.9;6.0;8.0;6.0;-1.0;-1.0;-1.0;-1.0;5.98
06/10/2013;4.0;3.0;6.0;9.0;7.0;-1.0;-1.0;-1.0;-1.0;3.72
07/10/2013;12.0;6.1;9.0;11.0;9.0;-1.0;-1.0;-1.0;-1.0;9.07
08/10/2013;20.0;14.5;17.0;20.0;17.0;-1.0;-1.0;-1.0;-1.0;17.27
09/10/2013;23.0;17.1;17.0;21.0;17.0;-1.0;-1.0;-1.0;-1.0;19.91
10/10/2013;12.0;8.8;10.0;13.0;8.0;-1.0;-1.0;-1.0;-1.0;10.35
11/10/2013;10.0;5.2;7.0;9.0;7.0;-1.0;-1.0;-1.0;-1.0;7.59
12/10/2013;15.0;10.9;11.0;15.0;11.0;-1.0;-1.0;-1.0;-1.0;12.88
13/10/2013;19.0;16.1;14.0;18.0;13.0;-1.0;-1.0;-1.0;-1.0;17.34
14/10/2013;22.0;14.1;17.0;22.0;17.0;-1.0;-1.0;-1.0;-1.0;18.04
15/10/2013;17.0;10.0;14.0;17.0;16.0;-1.0;-1.0;-1.0;-1.0;13.63
16/10/2013;18.0;8.4;13.0;16.0;13.0;-1.0;-1.0;-1.0;-1.0;13.22
17/10/2013;11.0;4.8;9.0;10.0;9.0;-1.0;-1.0;-1.0;-1.0;7.98
18/10/2013;19.0;12.3;16.0;19.0;17.0;-1.0;-1.0;-1.0;-1.0;15.74
19/10/2013;11.0;8.6;12.0;17.0;15.0;-1.0;-1.0;-1.0;-1.0;10.09
20/10/2013;8.0;4.4;6.0;11.0;9.0;-1.0;-1.0;-1.0;-1.0;6.34
21/10/2013;15.0;8.4;11.0;16.0;14.0;-1.0;-1.0;-1.0;-1.0;11.81
22/10/2013;12.0;9.8;14.0;19.0;15.0;-1.0;-1.0;-1.0;-1.0;11.18
23/10/2013;14.0;7.3;9.0;14.0;10.0;-1.0;-1.0;-1.0;-1.0;10.64
24/10/2013;18.0;9.2;14.0;18.0;15.0;-1.0;-1.0;-1.0;-1.0;13.7
25/10/2013;8.0;6.3;8.0;16.0;11.0;-1.0;-1.0;-1.0;-1.0;7.39
26/10/2013;12.0;9.2;12.0;18.0;16.0;-1.0;-1.0;-1.0;-1.0;10.89
27/10/2013;7.0;6.4;7.0;15.0;7.0;-1.0;-1.0;-1.0;-1.0;6.81
28/10/2013;9.0;7.4;8.0;15.0;8.0;-1.0;-1.0;-1.0;-1.0;8.27
29/10/2013;11.0;5.2;6.0;10.0;7.0;-1.0;-1.0;-1.0;-1.0;8.05
30/10/2013;8.0;5.1;7.0;9.0;8.0;-1.0;-1.0;-1.0;-1.0;6.63
31/10/2013;22.0;16.3;16.0;19.0;18.0;-1.0;-1.0;-1.0;-1.0;19.05
01/11/2013;25.0;24.1;28.0;29.0;31.0;-1.0;-1.0;-1.0;-1.0;24.87
02/11/2013;15.0;8.8;11.0;14.0;13.0;-1.0;-1.0;-1.0;-1.0;11.94
03/11/2013;7.0;5.1;6.0;8.0;7.0;-1.0;-1.0;-1.0;-1.0;6.1
04/11/2013;8.0;3.2;7.0;12.0;6.0;-1.0;-1.0;-1.0;-1.0;5.71
05/11/2013;13.0;6.5;10.0;11.0;10.0;-1.0;-1.0;-1.0;-1.0;9.78
06/11/2013;20.0;9.0;14.0;17.0;13.0;-1.0;-1.0;-1.0;-1.0;14.47
07/11/2013;29.0;17.9;22.0;25.0;15.0;-1.0;-1.0;-1.0;-1.0;23.17
08/11/2013;20.0;10.4;-1.0;-1.0;15.0;-1.0;-1.0;-1.0;-1.0;15.19
09/11/2013;9.0;3.1;6.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;6.05
10/11/2013;5.0;2.1;-1.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;3.6
11/11/2013;5.0;3.7;6.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;4.4
12/11/2013;20.0;14.2;15.0;-1.0;18.0;-1.0;-1.0;-1.0;-1.0;17.09
13/11/2013;16.0;12.9;13.0;-1.0;13.0;-1.0;-1.0;-1.0;-1.0;14.38
14/11/2013;14.0;12.3;12.0;12.0;11.0;-1.0;-1.0;-1.0;-1.0;13.05
