;FR20003;FR20017;FR20038;FR20045;FR20026;FR20049;FR20019;FR20002;FR20037;FR20029;FR20033;FR20013;FR20020;FR20008;FR20030;FR20004;FR20048;FR20016;FR20031;FR20046;FR20061;FR20062;FR20063;FR20065;FR20069;FR20070;FR20071;FR20077;indicateur
21/02/2020;-1.0;7.7;-1.0;-1.0;-1.0;-1.0;9.1;-1.0;2.2;-1.0;-1.0;52.9;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;11.9;5.5;-1.0;6.8;-1.0;21.1;77.9;16.6;-1.0;5.6;16.52
22/02/2020;-1.0;39.6;-1.0;-1.0;-1.0;-1.0;92.1;-1.0;10.5;-1.0;-1.0;53.4;-1.0;-1.0;-1.0;-1.0;8.5;-1.0;29.2;48.2;-1.0;30.5;-1.0;40.9;125.3;50.6;-1.0;11.3;48.17
23/02/2020;-1.0;35.5;-1.0;-1.0;-1.0;-1.0;106.4;-1.0;6.5;-1.0;-1.0;44.8;-1.0;-1.0;-1.0;-1.0;2.3;-1.0;25.6;56.6;-1.0;31.4;-1.0;53.7;117.9;58.9;-1.0;10.7;52.4
24/02/2020;-1.0;49.7;-1.0;-1.0;-1.0;-1.0;112.4;-1.0;9.2;-1.0;-1.0;73.1;-1.0;-1.0;-1.0;-1.0;3.6;-1.0;28.7;67.6;-1.0;57.2;-1.0;56.9;139.2;82.9;-1.0;16.6;68.41
25/02/2020;-1.0;19.0;-1.0;-1.0;-1.0;-1.0;54.8;-1.0;7.4;-1.0;-1.0;78.8;-1.0;-1.0;-1.0;-1.0;2.1;-1.0;17.6;18.4;-1.0;18.8;-1.0;56.3;72.9;33.8;-1.0;15.5;35.2
26/02/2020;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;11.5;-1.0;0.3;-1.0;-1.0;25.2;-1.0;-1.0;-1.0;-1.0;-0.6;-1.0;3.8;0.6;-1.0;1.2;-1.0;16.3;15.4;11.9;-1.0;1.6;9.94
27/02/2020;-1.0;1.2;-1.0;-1.0;-1.0;-1.0;11.3;-1.0;0.5;-1.0;-1.0;32.3;-1.0;-1.0;-1.0;-1.0;-0.6;-1.0;2.7;0.6;-1.0;2.0;-1.0;19.2;17.6;13.1;-1.0;2.8;9.29
28/02/2020;-1.0;9.3;-1.0;-1.0;-1.0;-1.0;68.8;-1.0;3.3;-1.0;-1.0;62.5;-1.0;-1.0;-1.0;-1.0;6.2;-1.0;9.5;19.1;-1.0;9.6;-1.0;19.7;74.1;27.1;-1.0;8.9;23.0
29/02/2020;-1.0;-1.7;-1.0;-1.0;-1.0;-1.0;9.6;-1.0;-0.1;-1.0;-1.0;12.4;-1.0;-1.0;-1.0;-1.0;-0.8;-1.0;-0.1;-0.1;-1.0;0.3;-1.0;46.2;4.0;9.6;-1.0;1.5;16.48
01/03/2020;-1.0;-1.4;-1.0;-1.0;-1.0;-1.0;11.5;-1.0;0.0;-1.0;-1.0;13.5;-1.0;-1.0;-1.0;-1.0;-0.8;-1.0;0.0;0.0;-1.0;0.7;-1.0;18.5;5.1;7.0;-1.0;1.3;8.54
02/03/2020;-1.0;2.2;-1.0;-1.0;-1.0;-1.0;23.7;-1.0;0.1;-1.0;-1.0;48.2;-1.0;-1.0;-1.0;-1.0;-0.6;-1.0;5.4;2.1;-1.0;2.7;-1.0;20.5;52.1;12.0;-1.0;4.5;12.62
03/03/2020;-1.0;2.6;-1.0;-1.0;-1.0;-1.0;23.2;-1.0;6.9;-1.0;-1.0;50.2;-1.0;-1.0;-1.0;-1.0;-0.4;-1.0;5.6;4.2;-1.0;4.6;-1.0;22.3;62.3;13.5;-1.0;5.7;14.45
04/03/2020;-1.0;1.3;-1.0;-1.0;-1.0;-1.0;31.4;-1.0;3.6;-1.0;-1.0;50.5;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;4.9;1.4;-1.0;2.8;-1.0;27.4;36.6;14.8;-1.0;2.6;13.97
05/03/2020;-1.0;-1.2;-1.0;-1.0;-1.0;-1.0;12.1;-1.0;0.0;-1.0;-1.0;16.6;-1.0;-1.0;-1.0;-1.0;-0.8;-1.0;0.3;-0.1;-1.0;0.8;-1.0;25.1;6.4;13.7;-1.0;2.1;12.26
06/03/2020;-1.0;2.6;-1.0;-1.0;-1.0;-1.0;20.6;-1.0;2.0;-1.0;-1.0;44.5;-1.0;-1.0;-1.0;-1.0;-0.5;-1.0;5.2;0.9;-1.0;2.0;-1.0;14.5;42.5;13.7;-1.0;3.1;10.84
07/03/2020;-1.0;1.2;-1.0;-1.0;-1.0;-1.0;4.6;-1.0;0.3;-1.0;-1.0;24.9;-1.0;-1.0;-1.0;-1.0;-0.7;-1.0;11.4;1.1;-1.0;2.0;-1.0;9.1;44.1;11.4;-1.0;3.4;8.09
08/03/2020;-1.0;4.6;-1.0;-1.0;-1.0;-1.0;34.4;-1.0;1.9;-1.0;-1.0;31.3;-1.0;-1.0;-1.0;-1.0;0.1;-1.0;3.9;7.1;-1.0;6.9;-1.0;16.8;36.2;16.2;-1.0;2.8;13.79
09/03/2020;-1.0;3.6;-1.0;-1.0;-1.0;-1.0;21.4;-1.0;1.2;-1.0;-1.0;31.7;-1.0;-1.0;-1.0;-1.0;-0.4;-1.0;6.9;3.1;-1.0;2.7;-1.0;16.8;61.4;10.6;-1.0;3.2;12.24
10/03/2020;-1.0;20.1;-1.0;-1.0;-1.0;-1.0;64.1;-1.0;5.5;-1.0;-1.0;91.6;-1.0;-1.0;-1.0;-1.0;1.4;-1.0;13.5;11.4;-1.0;19.1;-1.0;62.1;93.0;27.2;-1.0;13.9;36.92
11/03/2020;-1.0;40.1;-1.0;-1.0;-1.0;-1.0;67.4;-1.0;20.7;-1.0;-1.0;92.4;-1.0;-1.0;-1.0;-1.0;4.6;-1.0;29.4;24.1;-1.0;30.2;-1.0;50.4;117.8;47.5;-1.0;20.6;47.37
12/03/2020;-1.0;24.3;-1.0;-1.0;-1.0;-1.0;52.1;-1.0;16.7;-1.0;-1.0;63.3;-1.0;-1.0;-1.0;-1.0;6.2;-1.0;32.8;23.1;-1.0;18.2;-1.0;51.5;117.3;32.6;-1.0;11.8;37.58
13/03/2020;-1.0;0.7;-1.0;-1.0;-1.0;-1.0;1.1;-1.0;0.0;-1.0;-1.0;40.1;-1.0;-1.0;-1.0;-1.0;-0.5;-1.0;6.5;0.2;-1.0;1.0;-1.0;9.4;47.0;8.0;-1.0;2.2;7.07
14/03/2020;-1.0;1.5;-1.0;-1.0;-1.0;-1.0;11.7;-1.0;0.3;-1.0;-1.0;26.5;-1.0;-1.0;-1.0;-1.0;-0.1;-1.0;4.8;4.8;-1.0;2.1;-1.0;11.2;44.6;7.1;-1.0;2.1;8.18
15/03/2020;-1.0;-1.1;-1.0;-1.0;-1.0;-1.0;12.9;-1.0;0.3;-1.0;-1.0;9.5;-1.0;-1.0;-1.0;-1.0;-0.4;-1.0;0.7;2.8;-1.0;1.4;-1.0;11.9;19.2;4.9;-1.0;1.7;7.36
16/03/2020;-1.0;-0.3;-1.0;-1.0;-1.0;-1.0;19.6;-1.0;-0.2;-1.0;-1.0;27.7;-1.0;-1.0;-1.0;-1.0;1.5;-1.0;-1.0;1.5;-1.0;1.3;-1.0;18.6;27.0;6.2;-1.0;5.4;10.74
17/03/2020;-1.0;4.9;-1.0;-1.0;-1.0;-1.0;17.6;-1.0;7.9;-1.0;-1.0;43.6;-1.0;-1.0;-1.0;-1.0;0.4;-1.0;5.7;7.6;-1.0;4.8;-1.0;27.9;40.8;12.4;-1.0;9.4;14.36
18/03/2020;-1.0;0.9;-1.0;-1.0;-1.0;-1.0;9.1;-1.0;1.0;-1.0;-1.0;15.8;-1.0;-1.0;-1.0;-1.0;-0.1;-1.0;4.5;4.8;-1.0;1.0;-1.0;11.6;23.3;7.2;-1.0;2.6;6.47
19/03/2020;-1.0;1.1;-1.0;-1.0;-1.0;-1.0;11.9;-1.0;2.8;-1.0;-1.0;13.2;-1.0;-1.0;-1.0;-1.0;1.3;-1.0;3.4;2.4;-1.0;2.7;-1.0;22.9;26.2;6.1;-1.0;3.1;9.27
20/03/2020;-1.0;0.1;-1.0;-1.0;-1.0;-1.0;8.3;-1.0;0.4;-1.0;-1.0;13.9;-1.0;-1.0;-1.0;-1.0;-0.5;-1.0;0.9;1.3;-1.0;1.6;-1.0;12.8;21.0;4.3;-1.0;2.3;5.78
21/03/2020;-1.0;-1.9;-1.0;-1.0;-1.0;-1.0;1.6;-1.0;0.0;-1.0;-1.0;5.9;-1.0;-1.0;-1.0;-1.0;-0.8;-1.0;1.0;0.0;-1.0;0.3;-1.0;3.3;7.8;3.2;-1.0;1.2;2.63
22/03/2020;-1.0;-1.8;-1.0;-1.0;-1.0;-1.0;0.5;-1.0;0.0;-1.0;-1.0;6.4;-1.0;-1.0;-1.0;-1.0;-0.7;-1.0;1.2;0.0;-1.0;0.3;-1.0;2.4;5.2;2.1;-1.0;0.8;1.79
23/03/2020;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.5;-1.0;0.1;-1.0;-1.0;14.1;-1.0;-1.0;-1.0;-1.0;-0.6;-1.0;3.3;0.2;-1.0;0.8;-1.0;8.0;14.2;3.9;-1.0;1.0;4.63
24/03/2020;-1.0;-0.6;-1.0;-1.0;-1.0;-1.0;1.6;-1.0;0.9;-1.0;-1.0;11.8;-1.0;-1.0;-1.0;-1.0;-0.6;-1.0;1.9;0.0;-1.0;1.0;-1.0;2.5;11.9;3.3;-1.0;1.1;2.97
25/03/2020;-1.0;-0.3;-1.0;-1.0;-1.0;-1.0;2.1;-1.0;1.1;-1.0;-1.0;10.3;-1.0;-1.0;-1.0;-1.0;-0.6;-1.0;3.9;0.5;-1.0;1.2;-1.0;6.4;14.5;4.4;-1.0;1.4;4.53
26/03/2020;-1.0;-1.8;-1.0;-1.0;-1.0;-1.0;2.3;-1.0;-0.7;-1.0;-1.0;11.0;-1.0;-1.0;-1.0;-1.0;-0.9;-1.0;2.1;-0.2;-1.0;0.7;-1.0;4.2;7.7;1.8;-1.0;0.7;2.67
27/03/2020;-1.0;-1.3;-1.0;-1.0;-1.0;-1.0;1.2;-1.0;-0.2;-1.0;-1.0;12.2;-1.0;-1.0;-1.0;-1.0;-0.6;-1.0;6.9;-0.1;-1.0;0.8;-1.0;3.0;14.2;4.1;-1.0;1.3;3.47
28/03/2020;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.8;-1.0;-0.3;-1.0;-1.0;6.7;-1.0;-1.0;-1.0;-1.0;-0.2;-1.0;3.4;0.1;-1.0;1.2;-1.0;1.9;8.7;2.6;-1.0;0.8;2.45
29/03/2020;-1.0;-2.2;-1.0;-1.0;-1.0;-1.0;-0.5;-1.0;-0.7;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8;-1.0;2.6;-0.1;-1.0;0.4;-1.0;0.8;2.2;0.8;-1.0;0.7;0.82
30/03/2020;-1.0;-1.4;-1.0;-1.0;-1.0;-1.0;-0.1;-1.0;-0.6;-1.0;-1.0;11.3;-1.0;-1.0;-1.0;-1.0;-0.8;-1.0;5.0;-0.1;-1.0;0.7;-1.0;3.4;12.7;3.1;-1.0;1.0;3.31
31/03/2020;-1.0;-1.3;-1.0;-1.0;-1.0;-1.0;0.3;-1.0;-0.4;-1.0;-1.0;10.7;-1.0;-1.0;-1.0;-1.0;-0.6;-1.0;3.1;0.0;-1.0;1.1;-1.0;3.9;13.0;3.5;-1.0;0.9;3.42
01/04/2020;-1.0;1.1;-1.0;-1.0;-1.0;-1.0;11.8;-1.0;1.4;-1.0;-1.0;15.4;-1.0;-1.0;-1.0;-1.0;0.3;-1.0;1.9;2.6;-1.0;4.9;-1.0;12.4;21.4;7.2;-1.0;1.6;7.45
02/04/2020;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;7.1;-1.0;1.4;-1.0;-1.0;11.2;-1.0;-1.0;-1.0;-1.0;-0.5;-1.0;3.2;0.9;-1.0;2.8;-1.0;11.5;18.5;5.0;-1.0;1.5;7.14
03/04/2020;-1.0;-1.6;-1.0;-1.0;-1.0;-1.0;-0.2;-1.0;-0.4;-1.0;-1.0;10.3;-1.0;-1.0;-1.0;-1.0;-0.8;-1.0;1.4;0.1;-1.0;0.7;-1.0;1.2;11.5;2.6;-1.0;1.0;2.31
04/04/2020;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.4;-1.0;-0.4;-1.0;-1.0;6.8;-1.0;-1.0;-1.0;-1.0;-0.7;-1.0;1.0;0.3;-1.0;0.7;-1.0;3.2;8.6;2.5;-1.0;0.8;2.66
05/04/2020;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;-1.0;-0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9;-1.0;-0.2;0.0;-1.0;0.7;-1.0;3.5;2.9;1.0;-1.0;0.7;1.83
06/04/2020;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.9;-1.0;-0.6;-1.0;-1.0;6.3;-1.0;-1.0;-1.0;-1.0;-0.9;-1.0;1.1;0.5;-1.0;0.8;-1.0;7.9;12.8;1.9;-1.0;1.6;4.29
07/04/2020;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.7;-1.0;1.9;-1.0;-1.0;10.7;-1.0;-1.0;-1.0;-1.0;-0.5;-1.0;0.8;1.7;-1.0;2.9;-1.0;10.1;21.1;3.9;-1.0;2.8;7.08
08/04/2020;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.0;-1.0;0.2;-1.0;-1.0;8.3;-1.0;-1.0;-1.0;-1.0;0.6;-1.0;1.1;1.6;-1.0;2.0;-1.0;14.9;18.0;4.0;-1.0;1.6;7.79
09/04/2020;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;7.9;-1.0;1.0;-1.0;-1.0;11.8;-1.0;-1.0;-1.0;-1.0;1.9;-1.0;1.9;1.3;-1.0;1.9;-1.0;17.4;23.3;4.5;-1.0;2.3;8.75
10/04/2020;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.1;-1.0;1.4;-1.0;-1.0;9.6;-1.0;-1.0;-1.0;-1.0;2.0;-1.0;1.2;2.3;-1.0;1.7;-1.0;19.8;26.7;4.4;-1.0;1.4;9.72
11/04/2020;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.1;-1.0;-0.5;-1.0;-1.0;4.9;-1.0;-1.0;-1.0;-1.0;1.2;-1.0;0.1;0.4;-1.0;0.6;-1.0;4.2;7.4;1.6;-1.0;0.9;2.68
12/04/2020;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.7;-1.0;-0.8;-1.0;-1.0;1.8;-1.0;-1.0;-1.0;-1.0;1.2;-1.0;-0.1;0.1;-1.0;0.4;-1.0;4.5;2.3;0.5;-1.0;0.6;1.84
13/04/2020;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.9;-1.0;-0.7;-1.0;-1.0;4.0;-1.0;-1.0;-1.0;-1.0;1.2;-1.0;0.4;0.1;-1.0;0.5;-1.0;7.6;3.5;0.6;-1.0;0.5;2.73
14/04/2020;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.3;-1.0;-0.7;-1.0;-1.0;8.7;-1.0;-1.0;-1.0;-1.0;1.4;-1.0;1.6;0.3;-1.0;0.7;-1.0;4.2;9.2;2.5;-1.0;0.8;2.94
15/04/2020;-1.0;1.7;-1.0;-1.0;-1.0;-1.0;5.9;-1.0;1.5;-1.0;-1.0;10.2;-1.0;-1.0;-1.0;-1.0;1.4;-1.0;0.8;0.5;-1.0;1.2;-1.0;15.1;12.4;2.4;-1.0;5.4;5.46
16/04/2020;-1.0;0.5;-1.0;-1.0;-1.0;-1.0;4.7;-1.0;-0.4;-1.0;-1.0;7.0;-1.0;-1.0;-1.0;-1.0;1.3;-1.0;0.1;0.2;-1.0;0.7;-1.0;10.9;6.3;1.8;-1.0;4.8;3.65
17/04/2020;-1.0;0.6;-1.0;-1.0;-1.0;-1.0;6.2;-1.0;-0.7;-1.0;-1.0;8.1;-1.0;-1.0;-1.0;-1.0;1.2;-1.0;0.2;0.2;-1.0;1.5;-1.0;10.8;8.3;1.4;-1.0;1.9;3.91
18/04/2020;-1.0;0.5;-1.0;-1.0;-1.0;-1.0;3.9;-1.0;-0.5;-1.0;-1.0;5.9;-1.0;-1.0;-1.0;-1.0;1.3;-1.0;0.6;0.3;-1.0;0.4;-1.0;6.5;5.5;1.3;-1.0;1.0;2.42
19/04/2020;-1.0;0.7;-1.0;-1.0;-1.0;-1.0;10.8;-1.0;0.2;-1.0;-1.0;6.5;-1.0;-1.0;-1.0;-1.0;1.6;-1.0;1.0;1.2;-1.0;0.8;-1.0;5.4;8.9;2.0;-1.0;1.4;3.1
20/04/2020;-1.0;3.3;-1.0;-1.0;-1.0;-1.0;9.2;-1.0;2.4;-1.0;-1.0;18.3;-1.0;-1.0;-1.0;-1.0;2.4;-1.0;3.8;1.2;-1.0;2.3;-1.0;21.9;23.8;5.3;-1.0;3.0;8.95
21/04/2020;-1.0;1.6;-1.0;-1.0;-1.0;-1.0;0.5;-1.0;0.2;-1.0;-1.0;20.5;-1.0;-1.0;-1.0;-1.0;1.5;-1.0;2.3;0.5;-1.0;1.6;-1.0;28.7;18.1;2.3;-1.0;1.6;8.33
22/04/2020;-1.0;2.3;-1.0;-1.0;-1.0;-1.0;6.5;-1.0;1.4;-1.0;-1.0;16.3;-1.0;-1.0;-1.0;-1.0;2.0;-1.0;3.5;1.4;-1.0;1.2;-1.0;20.0;23.8;3.0;-1.0;3.4;7.48
23/04/2020;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;6.7;-1.0;0.0;-1.0;-1.0;12.9;-1.0;-1.0;-1.0;-1.0;1.6;-1.0;0.7;2.1;-1.0;0.7;-1.0;12.9;18.0;2.6;-1.0;3.8;5.21
24/04/2020;-1.0;0.7;-1.0;-1.0;-1.0;-1.0;6.2;-1.0;-0.2;-1.0;-1.0;11.9;-1.0;-1.0;-1.0;-1.0;1.5;-1.0;0.8;1.3;-1.0;0.4;-1.0;12.9;17.9;3.7;-1.0;2.9;5.24
25/04/2020;-1.0;0.5;-1.0;-1.0;-1.0;-1.0;3.5;-1.0;-0.1;-1.0;-1.0;6.2;-1.0;-1.0;-1.0;-1.0;1.3;-1.0;0.7;0.5;-1.0;-0.3;-1.0;6.2;5.4;2.2;-1.0;0.9;3.08
26/04/2020;-1.0;0.3;-1.0;-1.0;-1.0;-1.0;4.2;-1.0;-0.3;-1.0;-1.0;5.3;-1.0;-1.0;-1.0;-1.0;1.4;-1.0;0.5;0.6;-1.0;-0.3;-1.0;1.3;9.2;0.7;-1.0;0.8;1.68
27/04/2020;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;9.9;-1.0;1.0;-1.0;-1.0;9.6;-1.0;-1.0;-1.0;-1.0;1.4;-1.0;1.9;1.3;-1.0;0.4;-1.0;26.6;16.6;3.9;-1.0;2.2;8.28
28/04/2020;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;15.1;-1.0;-0.1;-1.0;-1.0;19.9;-1.0;-1.0;-1.0;-1.0;1.4;-1.0;0.8;0.5;-1.0;-0.1;-1.0;15.0;21.3;3.1;-1.0;1.5;7.85
29/04/2020;-1.0;1.5;-1.0;-1.0;-1.0;-1.0;16.7;-1.0;1.7;-1.0;-1.0;19.3;-1.0;-1.0;-1.0;-1.0;1.6;-1.0;1.4;1.2;-1.0;0.8;-1.0;10.5;19.6;4.6;-1.0;2.3;5.92
30/04/2020;-1.0;1.5;-1.0;-1.0;-1.0;-1.0;14.8;-1.0;0.4;-1.0;-1.0;19.7;-1.0;-1.0;-1.0;-1.0;1.4;-1.0;0.7;0.9;-1.0;0.2;-1.0;13.2;22.0;4.5;-1.0;1.8;6.34
01/05/2020;-1.0;0.3;-1.0;-1.0;-1.0;-1.0;11.4;-1.0;-0.4;-1.0;-1.0;6.5;-1.0;-1.0;-1.0;-1.0;1.2;-1.0;0.5;0.4;-1.0;-0.3;-1.0;4.5;7.0;1.4;-1.0;0.8;3.08
02/05/2020;-1.0;1.1;-1.0;-1.0;-1.0;-1.0;15.2;-1.0;-0.2;-1.0;-1.0;11.4;-1.0;-1.0;-1.0;-1.0;1.3;-1.0;1.1;0.6;-1.0;-0.1;-1.0;12.9;12.9;4.0;-1.0;1.1;6.96
03/05/2020;-1.0;0.2;-1.0;-1.0;-1.0;-1.0;6.4;-1.0;-0.4;-1.0;-1.0;7.0;-1.0;-1.0;-1.0;-1.0;1.3;-1.0;1.3;0.6;-1.0;-0.5;-1.0;4.0;9.6;1.6;-1.0;0.8;2.81
04/05/2020;-1.0;3.9;-1.0;-1.0;-1.0;-1.0;15.7;-1.0;4.7;-1.0;-1.0;23.3;-1.0;-1.0;-1.0;-1.0;2.3;-1.0;3.4;3.7;-1.0;2.6;-1.0;26.3;33.4;7.0;-1.0;2.8;11.43
05/05/2020;-1.0;1.2;-1.0;-1.0;-1.0;-1.0;8.4;-1.0;0.1;-1.0;-1.0;20.2;-1.0;-1.0;-1.0;-1.0;1.4;-1.0;1.3;0.7;-1.0;-0.1;-1.0;10.2;16.1;3.4;-1.0;2.2;5.88
06/05/2020;-1.0;1.5;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;0.4;-1.0;-1.0;17.7;-1.0;-1.0;-1.0;-1.0;1.6;-1.0;2.3;0.7;-1.0;-0.4;-1.0;9.5;19.9;3.3;-1.0;1.6;5.47
07/05/2020;-1.0;1.4;-1.0;-1.0;-1.0;-1.0;6.7;-1.0;0.6;-1.0;-1.0;20.6;-1.0;-1.0;-1.0;-1.0;1.7;-1.0;1.6;0.7;-1.0;-0.3;-1.0;21.3;20.0;2.3;-1.0;1.7;8.72
08/05/2020;-1.0;0.1;-1.0;-1.0;-1.0;-1.0;4.8;-1.0;-0.6;-1.0;-1.0;4.5;-1.0;-1.0;-1.0;-1.0;1.3;-1.0;0.0;0.3;-1.0;-0.7;-1.0;7.7;2.0;1.3;-1.0;0.8;2.98
09/05/2020;-1.0;0.3;-1.0;-1.0;-1.0;-1.0;5.8;-1.0;-0.6;-1.0;-1.0;5.1;-1.0;-1.0;-1.0;-1.0;1.2;-1.0;0.0;0.2;-1.0;-0.7;-1.0;8.9;2.9;1.8;-1.0;0.9;3.63
10/05/2020;-1.0;0.2;-1.0;-1.0;-1.0;-1.0;9.4;-1.0;-0.5;-1.0;-1.0;6.4;-1.0;-1.0;-1.0;-1.0;1.3;-1.0;0.0;0.3;-1.0;-0.9;-1.0;7.7;3.3;1.6;-1.0;0.7;3.54
11/05/2020;-1.0;1.7;-1.0;-1.0;-1.0;-1.0;8.3;-1.0;-0.3;-1.0;-1.0;20.4;-1.0;-1.0;-1.0;-1.0;1.4;-1.0;1.2;0.6;-1.0;-0.3;-1.0;11.1;16.1;5.9;-1.0;1.6;6.9
12/05/2020;-1.0;3.0;-1.0;-1.0;-1.0;-1.0;5.3;-1.0;0.1;-1.0;-1.0;37.5;-1.0;-1.0;-1.0;-1.0;1.6;-1.0;4.0;0.8;-1.0;0.0;-1.0;12.4;46.4;9.9;-1.0;1.4;10.77
13/05/2020;-1.0;5.2;-1.0;-1.0;-1.0;-1.0;14.0;-1.0;1.8;-1.0;-1.0;41.2;-1.0;-1.0;-1.0;-1.0;2.1;-1.0;-1.0;2.2;-1.0;0.7;-1.0;22.9;60.0;14.7;-1.0;2.0;13.77
14/05/2020;-1.0;3.9;-1.0;-1.0;-1.0;-1.0;1.2;-1.0;0.4;-1.0;-1.0;33.4;-1.0;-1.0;-1.0;-1.0;1.6;-1.0;-1.0;0.7;-1.0;-0.3;-1.0;12.9;37.3;10.0;-1.0;1.5;10.21
15/05/2020;-1.0;2.5;-1.0;-1.0;-1.0;-1.0;1.8;-1.0;-0.3;-1.0;-1.0;27.6;-1.0;-1.0;-1.0;-1.0;1.5;-1.0;3.3;0.4;-1.0;-0.5;-1.0;8.3;34.2;10.6;-1.0;1.2;8.52
16/05/2020;-1.0;1.3;-1.0;-1.0;-1.0;-1.0;0.5;-1.0;-0.4;-1.0;-1.0;15.4;-1.0;-1.0;-1.0;-1.0;1.5;-1.0;1.9;0.4;-1.0;-0.8;-1.0;4.2;13.5;4.8;-1.0;1.3;3.88
17/05/2020;-1.0;0.5;-1.0;-1.0;-1.0;-1.0;0.1;-1.0;-0.8;-1.0;-1.0;7.2;-1.0;-1.0;-1.0;-1.0;1.3;-1.0;1.1;0.2;-1.0;-0.9;-1.0;2.2;5.3;3.3;-1.0;0.6;2.04
18/05/2020;-1.0;1.4;-1.0;-1.0;-1.0;-1.0;0.3;-1.0;0.1;-1.0;-1.0;19.6;-1.0;-1.0;-1.0;-1.0;1.6;-1.0;2.4;0.3;-1.0;-0.6;-1.0;5.5;19.1;8.5;-1.0;1.5;5.64
19/05/2020;-1.0;1.1;-1.0;-1.0;-1.0;-1.0;0.2;-1.0;0.0;-1.0;-1.0;14.5;-1.0;-1.0;-1.0;-1.0;1.4;-1.0;2.1;0.4;-1.0;-0.1;-1.0;5.5;11.6;5.3;-1.0;0.9;4.12
20/05/2020;-1.0;1.1;-1.0;-1.0;-1.0;-1.0;0.4;-1.0;0.6;-1.0;-1.0;16.7;-1.0;-1.0;-1.0;-1.0;1.4;-1.0;2.7;0.5;-1.0;0.3;-1.0;5.3;13.4;5.7;-1.0;1.0;3.5
21/05/2020;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;1.7;-1.0;0.3;-1.0;-1.0;14.9;-1.0;-1.0;-1.0;-1.0;1.3;-1.0;1.5;0.6;-1.0;0.2;-1.0;3.4;11.6;2.7;-1.0;0.7;2.35
22/05/2020;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;20.3;-1.0;1.9;-1.0;-1.0;22.2;-1.0;-1.0;-1.0;-1.0;1.9;-1.0;0.8;1.9;-1.0;1.0;-1.0;22.4;23.0;6.0;-1.0;2.5;9.06
23/05/2020;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;4.4;-1.0;0.5;-1.0;-1.0;12.4;-1.0;-1.0;-1.0;-1.0;1.3;-1.0;2.6;0.8;-1.0;0.6;-1.0;8.9;18.2;5.8;-1.0;1.3;4.83
24/05/2020;-1.0;1.4;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;0.2;-1.0;-1.0;13.5;-1.0;-1.0;-1.0;-1.0;1.4;-1.0;2.1;0.6;-1.0;0.5;-1.0;4.1;12.5;3.7;-1.0;0.9;2.89
25/05/2020;-1.0;1.9;-1.0;-1.0;-1.0;-1.0;0.7;-1.0;0.9;-1.0;-1.0;23.9;-1.0;-1.0;-1.0;-1.0;1.5;-1.0;3.0;0.6;-1.0;0.6;-1.0;7.8;23.3;-1.0;-1.0;1.1;4.67
26/05/2020;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;0.6;-1.0;0.3;-1.0;-1.0;20.8;-1.0;-1.0;-1.0;-1.0;1.5;-1.0;2.2;0.6;-1.0;0.6;-1.0;8.2;22.1;-1.0;-1.0;1.0;4.68
27/05/2020;-1.0;1.5;-1.0;-1.0;-1.0;-1.0;2.2;-1.0;0.8;-1.0;-1.0;29.0;-1.0;-1.0;-1.0;-1.0;1.6;-1.0;2.2;0.4;-1.0;0.8;-1.0;11.3;28.9;-1.0;-1.0;1.6;6.09
28/05/2020;-1.0;1.7;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;1.0;-1.0;-1.0;25.0;-1.0;-1.0;-1.0;-1.0;1.8;-1.0;2.1;1.0;-1.0;0.9;-1.0;12.9;23.7;-1.0;-1.0;1.2;6.08
